regime,variant,footprint,outcome,horizon,door_outcome,placebo,n_guarded_rows,n_population,n_occurrences,n_no_outcome,unmeasurable_share,n_measured,n_dates,n_hit,n_failed,n_distinct_doors,n_symbols_hit,top3_symbol_share,hit_rate,fail_share,base_sameday,lift_sameday,t_sameday,base_volmatched,excess_volmatched,lift_volmatched,t_volmatched,t_volmatched_nw,base_shockmatched,lift_shockmatched,t_shockmatched_nw,within_parent,within_parent_t_nw,within_parent_dates,within_parent_diff,within_parent_test,ref_moved_used,lift_vm_vs_ref_volume,lift_vm_vs_ref_moved,p_volmatched_nw,fdr10_volmatched_nw,eligible
DISCOVERY,fresh_both,PLACEBO_F12_closing_strength_10s,limit_up,3,True,True,362402.0,315269.0,1206.0,33.0,0.02736318407960199,1173.0,646.0,26.0,1147.0,14.0,14.0,0.34615384615384615,0.02216538789428815,0.9778346121057119,0.0148604244160876,1.4915716586325987,2.4685384458263213,0.018082960770416365,0.004082427123871784,1.2257609899010904,1.6102083231952802,1.07194603160629,0.017633403822662135,1.2570113017999163,1.1477244331729952,,,,,,"MAX(F16u,F16d)",0.6912143926523601,0.6183239871263633,,False,False
DISCOVERY,fresh_both,PLACEBO_F13_volume_price_divergence,limit_up,3,True,True,362402.0,315269.0,718.0,27.0,0.037604456824512536,691.0,493.0,13.0,678.0,9.0,9.0,0.5384615384615384,0.01881331403762663,0.9811866859623734,0.017221147326597824,1.092454160041342,0.11823311226601671,0.017581275883926793,0.0012320381536998354,1.0700767203605623,-0.011823813701886681,-0.010254739652292927,0.014806748164201132,1.270590532708075,0.17285390490837674,,,,,,"MAX(F16u,F16d)",0.6034230461316441,0.5397904727885294,,False,False
DISCOVERY,fresh_both,PLACEBO_F14_volume_no_range,limit_up,3,True,True,362402.0,315269.0,961.0,30.0,0.031217481789802288,931.0,584.0,16.0,915.0,13.0,13.0,0.375,0.017185821697099892,0.9828141783029001,0.016316708299701443,1.0532652408460565,1.1636075340690295,0.021036699651147725,-0.003850877954047833,0.8169447671019187,0.36635404166139107,0.28412308223012794,0.019601412256368973,0.8767644633113516,0.40443265091760155,,,,,,"MAX(F16u,F16d)",0.4606803330137323,0.4121003603624531,,False,False
DISCOVERY,fresh_both,PLACEBO_F15_REF_abnormal_volume,limit_up,3,True,True,362402.0,315269.0,16099.0,318.0,0.019752779675756258,15781.0,1363.0,300.0,15481.0,177.0,119.0,0.07666666666666666,0.019010202141816108,0.9809897978581839,0.01608977680237481,1.181508132481381,2.3808300235456996,0.021398943281052966,-0.002388741139236858,0.8883710701101818,-1.708339746360885,-1.344223015333617,0.021318320373688422,0.8917307653035814,-1.1789401928357355,,,,,,"MAX(F16u,F16d)",0.5009580780717178,0.44813070952973144,,False,True
DISCOVERY,fresh_both,PLACEBO_F16u_REF_moved_up,limit_up,3,True,True,362402.0,315269.0,14502.0,466.0,0.032133498827747894,14036.0,1350.0,270.0,13766.0,221.0,125.0,0.07777777777777778,0.019236249643773153,0.9807637503562269,0.015964806601308862,1.2049159206348348,2.349547034974774,0.019561636434313717,-0.000325386790540564,0.9833660751423745,0.2759433334841048,0.25943762489557515,0.019546792674671718,0.984112839581045,0.028306629512674972,,,,,,"MAX(F16u,F16d)",0.5545263636096948,0.49605007615383495,,False,True
DISCOVERY,fresh_both,PLACEBO_F16d_REF_moved_down,limit_up,3,True,True,362402.0,315269.0,7691.0,352.0,0.04576778052268886,7339.0,1228.0,86.0,7253.0,83.0,70.0,0.09302325581395349,0.011718217740836626,0.9882817822591634,0.014968903595427711,0.7828374113128757,-0.7553655690013219,0.01731787199463911,-0.005599654253802483,0.6766545996219453,-1.6540073503672135,-1.5959400943953956,0.01740661126522509,0.6732050002315654,-1.8200604731765437,,,,,,"MAX(F16u,F16d)",0.3815698182325493,0.341332260850784,,False,True
DISCOVERY,fresh_both,PLACEBO_F17_abnormal_volume_persistent,limit_up,3,True,True,362402.0,315269.0,7647.0,133.0,0.017392441480319078,7514.0,1247.0,175.0,7339.0,98.0,79.0,0.09714285714285714,0.02328985892999734,0.9767101410700026,0.016049728411746306,1.4511061079982015,3.6870751275592943,0.02375854081954797,-0.00046868188955062964,0.9802731197546859,0.007636052871315651,0.005553750033918883,0.024288412394396806,0.9588876601654777,-0.18533349657590803,,,,,,"MAX(F16u,F16d)",0.5527822264594543,0.4944898629286825,,False,True
DISCOVERY,fresh_both,PLACEBO_F18_quiet_volume_repeat,limit_up,3,True,True,362402.0,315269.0,2772.0,46.0,0.016594516594516596,2726.0,956.0,61.0,2665.0,48.0,44.0,0.14754098360655737,0.022377109317681585,0.9776228906823184,0.016572963133729805,1.3502177695754964,1.7897894162276489,0.02342114755655774,-0.0010440382388761556,0.9554232670984633,-0.3090147254537232,-0.2503580361473282,0.022960174035872104,0.9746053876908964,-0.11691901731495065,,,,,,"MAX(F16u,F16d)",0.538769237016335,0.4819545806832114,,False,True
DISCOVERY,fresh_both,PLACEBO_F01_quiet_volume,limit_up,5,True,True,362402.0,315269.0,5850.0,195.0,0.03333333333333333,5655.0,1206.0,165.0,5490.0,106.0,83.0,0.09090909090909091,0.029177718832891247,0.9708222811671088,0.026597755121295082,1.0969993031303065,0.7705031585512326,0.0335468107482877,-0.004369091915396452,0.8697613329571289,-2.1105971700527317,-1.664916164610163,0.032034120783030445,0.9108325160697923,-0.9466381734664187,,,,,,"MAX(F16u,F16d)",0.5603817671822482,0.5039622450860176,,False,True
DISCOVERY,fresh_both,PLACEBO_F02_quiet_volume_persistent,limit_up,5,True,True,362402.0,315269.0,23764.0,836.0,0.03517926275037873,22928.0,1374.0,579.0,22349.0,289.0,165.0,0.06735751295336788,0.025252965806001396,0.9747470341939986,0.027198175034182585,0.9284801562701741,1.0209795466999512,0.031783493449716614,-0.006530527643715218,0.794530841801676,-2.6403633746155486,-1.7764635003763904,0.03112189071392212,0.8114213252058202,-1.5158827887239217,,,,,,"MAX(F16u,F16d)",0.5119112339655696,0.46037174987197643,,False,True
