symbol,in_watch,in_grid,in_circuit,in_dse_latest,has_company_id,company_id,sector_circuit_table,tick_size,breaker_pct,upper_limit,lower_limit
PRIMELIFE,True,True,True,True,True,219.0,Insurance,0.1,10.0,42.0,34.4
PRIMETEX,True,True,True,True,True,177.0,Textile,0.1,10.0,17.8,14.6
PROGRESLIF,True,True,True,True,True,220.0,Insurance,0.1,10.0,41.9,34.3
PROVATIINS,True,True,True,True,True,221.0,Insurance,0.1,10.0,64.5,52.9
PTL,True,True,True,True,True,328.0,Textile,0.1,10.0,82.2,67.4
PUBALIBANK,True,True,True,True,True,33.0,Bank,0.1,10.0,41.9,34.3
PURABIGEN,True,True,True,True,True,222.0,Insurance,0.1,10.0,33.5,27.5
QUASEMIND,True,True,True,True,True,60.0,Engineering,0.1,10.0,46.4,38.0
QUEENSOUTH,True,True,True,True,True,385.0,Textile,0.1,10.0,17.2,14.2
RAHIMAFOOD,True,True,True,True,True,98.0,Food & Allied,0.1,10.0,81.9,67.1
RAHIMTEXT,True,True,True,True,True,178.0,Textile,0.1,10.0,218.2,178.6
RAKCERAMIC,True,True,True,True,True,10.0,Ceramics Sector,0.1,10.0,33.0,27.0
RANFOUNDRY,True,True,True,True,True,61.0,Engineering,0.1,10.0,168.1,137.7
RDFOOD,True,True,True,True,True,276.0,Food & Allied,0.1,10.0,27.0,22.2
RECKITTBEN,True,True,True,True,True,147.0,Pharmaceuticals & Chemicals,0.1,5.0,3451.4,3122.8
REGENTTEX,True,True,True,True,True,363.0,Textile,0.1,10.0,6.8,5.6
RELIANCE1,True,True,True,True,True,271.0,Mutual Funds,0.1,10.0,13.5,11.1
RELIANCINS,True,True,True,True,True,223.0,Insurance,0.1,10.0,120.6,98.8
RENATA,True,True,True,True,True,148.0,Pharmaceuticals & Chemicals,0.1,8.75,507.1,425.5
RENWICKJA,True,True,True,True,True,62.0,Engineering,0.1,7.5,826.5,711.3
REPUBLIC,True,True,True,True,True,224.0,Insurance,0.1,10.0,45.8,37.6
RINGSHINE,True,True,True,True,True,409.0,Textile,0.1,10.0,4.4,3.6
ROBI,True,True,True,True,True,475.0,Telecommunication,0.1,10.0,33.2,27.2
RSRMSTEEL,True,True,True,True,True,344.0,Engineering,0.1,10.0,8.0,6.6
RUNNERAUTO,True,True,True,True,True,404.0,Engineering,0.1,10.0,51.7,42.3
RUPALIBANK,True,True,True,True,True,34.0,Bank,0.1,10.0,18.9,15.5
RUPALIINS,True,True,True,True,True,225.0,Insurance,0.1,10.0,32.5,26.7
RUPALILIFE,True,True,True,True,True,226.0,Insurance,0.1,10.0,89.9,73.7
SAFKOSPINN,True,True,True,True,True,180.0,Textile,0.1,10.0,24.3,19.9
SAIFPOWER,True,True,True,True,True,342.0,Services & Real Estate,0.1,10.0,10.3,8.5
SAIHAMCOT,True,True,True,True,True,303.0,Textile,0.1,10.0,26.4,21.6
SAIHAMTEX,True,True,True,True,True,181.0,Textile,0.1,10.0,37.8,31.0
SALAMCRST,True,True,True,True,True,63.0,Engineering,0.1,10.0,13.5,11.1
SALVO,True,True,True,True,True,149.0,Pharmaceuticals & Chemicals,0.1,10.0,37.2,30.6
SAMATALETH,True,True,True,True,True,159.0,Tannery Industries,0.1,10.0,102.0,83.6
SAMORITA,True,True,True,True,True,153.0,Services & Real Estate,0.1,10.0,103.6,84.8
SANDHANINS,True,True,True,True,True,227.0,Insurance,0.1,10.0,28.2,23.2
SAPORTL,True,True,True,True,True,154.0,Services & Real Estate,0.1,10.0,64.9,53.1
SAVAREFR,True,True,True,True,True,127.0,Miscellaneous,0.1,8.75,234.3,196.7
SBACBANK,True,True,True,True,True,492.0,Bank,0.1,10.0,7.3,6.1
SEAPEARL,True,True,True,True,True,408.0,Travel & Leisure,0.1,10.0,39.1,32.1
SEB1PBOND,True,True,True,False,True,10833.0,Corporate Bond,0.5,5.0,4830.0,4370.0
SEMLFBSLGF,True,True,True,True,True,400.0,Mutual Funds,0.1,10.0,7.7,6.3
SEMLIBBLSF,True,True,True,True,True,376.0,Mutual Funds,0.1,10.0,8.6,7.2
SHAHJABANK,True,True,True,True,True,35.0,Bank,0.1,10.0,19.2,15.8
SHARPIND,True,True,True,True,True,179.0,Textile,0.1,10.0,23.7,19.5
SHASHADNIM,True,True,True,True,True,352.0,Textile,0.1,10.0,30.8,25.2
SHEPHERD,True,True,True,True,True,377.0,Textile,0.1,10.0,16.6,13.6
SHURWID,True,True,True,True,True,347.0,Engineering,0.1,10.0,6.6,5.4
SHYAMPSUG,True,True,True,True,True,99.0,Food & Allied,0.1,8.75,329.6,276.6
SIBL,True,True,True,True,True,36.0,Bank,0.1,10.0,3.2,2.7
SICL,True,True,True,True,True,10533.0,Insurance,0.1,10.0,43.7,35.9
SILCOPHL,True,True,True,True,True,406.0,Pharmaceuticals & Chemicals,0.1,10.0,19.5,16.1
SILVAPHL,True,True,True,True,True,395.0,Pharmaceuticals & Chemicals,0.1,10.0,14.8,12.2
SIMTEX,True,True,True,True,True,362.0,Textile,0.1,10.0,28.2,23.2
SINGERBD,True,True,True,True,True,64.0,Engineering,0.1,10.0,82.8,67.8
SINOBANGLA,True,True,True,True,True,128.0,Miscellaneous,0.1,10.0,58.1,47.7
SIPLC,True,True,True,True,True,10496.0,Insurance,0.1,10.0,163.4,133.8
SJIBLPBOND,True,True,True,False,True,10513.0,Corporate Bond,0.5,5.0,4980.5,4506.5
SKTRIMS,True,True,True,True,True,391.0,Miscellaneous,0.1,10.0,15.4,12.6
SONALIANSH,True,True,True,True,True,120.0,Jute,0.1,8.75,234.4,196.8
SONALILIFE,True,True,True,True,True,484.0,Insurance,0.1,10.0,93.1,76.3
SONALIPAPR,True,True,True,True,True,468.0,Paper & Printing,0.1,8.75,251.3,210.9
SONARBAINS,True,True,True,True,True,228.0,Insurance,0.1,10.0,42.1,34.5
SONARGAON,True,True,True,True,True,182.0,Textile,0.1,10.0,110.6,90.6
SOUTHEASTB,True,True,True,True,True,37.0,Bank,0.1,10.0,12.7,10.5
SPCERAMICS,True,True,True,True,True,11.0,Ceramics Sector,0.1,10.0,22.7,18.7
SPCL,True,True,True,True,True,337.0,Fuel & Power,0.1,10.0,58.0,47.6
SQUARETEXT,True,True,True,True,True,183.0,Textile,0.1,10.0,54.4,44.6
SQURPHARMA,True,True,True,True,True,150.0,Pharmaceuticals & Chemicals,0.1,8.75,236.6,198.6
SSSTEEL,True,True,True,True,True,398.0,Engineering,0.1,10.0,7.3,6.1
STANCERAM,True,True,True,True,True,12.0,Ceramics Sector,0.1,10.0,75.4,61.8
STANDARINS,True,True,True,True,True,229.0,Insurance,0.1,10.0,55.4,45.4
STANDBANKL,True,True,True,True,True,38.0,Bank,0.1,10.0,4.9,4.1
STYLECRAFT,True,True,True,True,True,184.0,Textile,0.1,10.0,59.5,48.7
SUMITPOWER,True,True,True,True,True,111.0,Fuel & Power,0.1,10.0,17.2,14.2
SUNLIFEINS,True,True,True,True,True,315.0,Insurance,0.1,10.0,55.1,45.1
TAKAFULINS,True,True,True,True,True,230.0,Insurance,0.1,10.0,59.5,48.7
TALLUSPIN,True,True,True,True,True,185.0,Textile,0.1,10.0,8.4,7.0
TAMIJTEX,True,True,True,True,True,489.0,Textile,0.1,10.0,134.7,110.3
TB10Y0127,True,False,True,False,True,10630.0,G-SEC (T.Bond),0.0,2.0,101.27,97.29
TB10Y0130,True,False,True,False,True,10703.0,G-SEC (T.Bond),0.0,2.0,101.95,97.95
TB10Y0132,True,False,True,False,True,10738.0,G-SEC (T.Bond),0.0,2.0,93.41,89.75
TB10Y0135,True,False,True,False,True,10855.0,G-SEC (T.Bond),0.0,2.0,120.35,115.63
TB10Y0231,True,False,True,False,True,10722.0,G-SEC (T.Bond),0.0,2.0,89.1,85.6
TB10Y0234,True,False,True,False,True,10834.0,G-SEC (T.Bond),0.0,2.0,119.02,114.36
TB10Y0333,True,False,True,False,True,10810.0,G-SEC (T.Bond),0.0,2.0,99.76,95.84
TB10Y0335,True,False,True,False,True,10859.0,G-SEC (T.Bond),0.0,2.0,118.6,113.94
TB10Y0429,True,False,True,False,True,10684.0,G-SEC (T.Bond),0.0,2.0,98.35,94.49
TB10Y0434,True,False,True,False,True,10851.0,G-SEC (T.Bond),0.0,2.0,118.8,114.14
TB10Y0530,True,False,True,False,True,10707.0,G-SEC (T.Bond),0.0,2.0,99.68,95.78
TB10Y0531,True,False,True,False,True,10727.0,G-SEC (T.Bond),0.0,2.0,87.61,84.17
TB10Y0532,True,False,True,False,True,10743.0,G-SEC (T.Bond),0.0,2.0,98.93,95.05
TB10Y0535,True,False,True,False,True,10863.0,G-SEC (T.Bond),0.0,2.0,118.93,114.27
TB10Y0628,True,False,True,False,True,10663.0,G-SEC (T.Bond),0.0,2.0,99.05,95.17
TB10Y0629,True,False,True,False,True,10689.0,G-SEC (T.Bond),0.0,2.0,100.18,96.26
TB10Y0630,True,False,True,False,True,10709.0,G-SEC (T.Bond),0.0,2.0,99.33,95.43
TB10Y0632,True,False,True,False,True,10745.0,G-SEC (T.Bond),0.0,2.0,99.11,95.23
TB10Y0634,True,False,True,False,True,10843.0,G-SEC (T.Bond),0.0,2.0,120.36,115.64
TB10Y0730,True,False,True,False,True,10711.0,G-SEC (T.Bond),0.0,2.0,96.76,92.96
TB10Y0731,True,False,True,False,True,10730.0,G-SEC (T.Bond),0.0,2.0,85.54,82.18
TB10Y0735,True,False,True,False,True,10874.0,G-SEC (T.Bond),0.0,2.0,112.39,107.99
TB10Y0829,True,False,True,False,True,10694.0,G-SEC (T.Bond),0.0,2.0,102.84,98.8
TB10Y0833,True,False,True,False,True,10822.0,G-SEC (T.Bond),0.0,2.0,103.95,99.87
TB10Y0932,True,False,True,False,True,10749.0,G-SEC (T.Bond),0.0,2.0,98.25,94.39
TB10Y1027,True,False,True,False,True,10646.0,G-SEC (T.Bond),0.0,2.0,99.85,95.93
TB10Y1030,True,False,True,False,True,10717.0,G-SEC (T.Bond),0.0,2.0,88.68,85.2
TB10Y1031,True,False,True,False,True,10734.0,G-SEC (T.Bond),0.0,2.0,91.28,87.7
TB10Y1128,True,False,True,False,True,10673.0,G-SEC (T.Bond),0.0,2.0,97.35,93.53
TB10Y1135,True,False,True,False,True,10880.0,G-SEC (T.Bond),0.0,2.0,109.67,105.37
TB10Y1229,True,False,True,False,True,10701.0,G-SEC (T.Bond),0.0,2.0,102.54,98.52
TB10Y1232,True,False,True,False,True,10862.0,G-SEC (T.Bond),0.0,2.0,99.23,95.33
TB15Y0127,True,False,True,False,True,10631.0,G-SEC (T.Bond),0.0,2.0,102.95,98.91
TB15Y0128,True,False,True,False,True,10652.0,G-SEC (T.Bond),0.0,2.0,105.96,101.8
TB15Y0129,True,False,True,False,True,10679.0,G-SEC (T.Bond),0.0,2.0,107.91,103.67
TB15Y0227,True,False,True,False,True,10632.0,G-SEC (T.Bond),0.0,2.0,103.26,99.22
TB15Y0228,True,False,True,False,True,10654.0,G-SEC (T.Bond),0.0,2.0,106.3,102.14
TB15Y0229,True,False,True,False,True,10681.0,G-SEC (T.Bond),0.0,2.0,107.97,103.73
TB15Y0327,True,False,True,False,True,10634.0,G-SEC (T.Bond),0.0,2.0,103.53,99.47
TB15Y0328,True,False,True,False,True,10656.0,G-SEC (T.Bond),0.0,2.0,106.6,102.42
TB15Y0329,True,False,True,False,True,10683.0,G-SEC (T.Bond),0.0,2.0,108.03,103.79
TB15Y0339,True,False,True,False,True,10839.0,G-SEC (T.Bond),0.0,2.0,124.87,119.97
TB15Y0340,True,False,True,False,True,10860.0,G-SEC (T.Bond),0.0,2.0,127.65,122.65
TB15Y0427,True,False,True,False,True,10635.0,G-SEC (T.Bond),0.0,2.0,103.76,99.7
TB15Y0428,True,False,True,False,True,10658.0,G-SEC (T.Bond),0.0,2.0,106.74,102.56
TB15Y0429,True,False,True,False,True,10685.0,G-SEC (T.Bond),0.0,2.0,108.19,103.95
TB15Y0431,True,False,True,False,True,10725.0,G-SEC (T.Bond),0.0,2.0,95.24,91.5
TB15Y0437,True,False,True,False,True,10785.0,G-SEC (T.Bond),0.0,2.0,94.7,90.98
TB15Y0527,True,False,True,False,True,10637.0,G-SEC (T.Bond),0.0,2.0,104.07,99.99
TB15Y0528,True,False,True,False,True,10660.0,G-SEC (T.Bond),0.0,2.0,106.93,102.73
TB15Y0529,True,False,True,False,True,10688.0,G-SEC (T.Bond),0.0,2.0,108.53,104.27
TB15Y0535,True,False,True,False,True,10779.0,G-SEC (T.Bond),0.0,2.0,100.79,96.83
TB15Y0627,True,False,True,False,True,10638.0,G-SEC (T.Bond),0.0,2.0,104.34,100.24
TB15Y0628,True,False,True,False,True,10662.0,G-SEC (T.Bond),0.0,2.0,107.1,102.9
TB15Y0629,True,False,True,False,True,10691.0,G-SEC (T.Bond),0.0,2.0,108.95,104.67
TB15Y0635,True,False,True,False,True,10780.0,G-SEC (T.Bond),0.0,2.0,100.59,96.65
TB15Y0637,True,False,True,False,True,10786.0,G-SEC (T.Bond),0.0,2.0,98.67,94.81
TB15Y0727,True,False,True,False,True,10640.0,G-SEC (T.Bond),0.0,2.0,104.55,100.45
TB15Y0728,True,False,True,False,True,10666.0,G-SEC (T.Bond),0.0,2.0,107.28,103.08
TB15Y0729,True,False,True,False,True,10692.0,G-SEC (T.Bond),0.0,2.0,109.13,104.85
TB15Y0730,True,False,True,False,True,10713.0,G-SEC (T.Bond),0.0,2.0,103.78,99.72
TB15Y0736,True,False,True,False,True,10784.0,G-SEC (T.Bond),0.0,2.0,79.35,76.23
TB15Y0828,True,False,True,False,True,10668.0,G-SEC (T.Bond),0.0,2.0,107.47,103.25
TB15Y0829,True,False,True,False,True,10696.0,G-SEC (T.Bond),0.0,2.0,108.96,104.68
TB15Y0840,True,False,True,False,True,10884.0,G-SEC (T.Bond),0.0,2.0,112.26,107.86
TB15Y0926,True,False,True,False,True,10625.0,G-SEC (T.Bond),0.0,2.0,102.05,98.05
TB15Y0927,True,False,True,False,True,10643.0,G-SEC (T.Bond),0.0,2.0,104.76,100.66
TB15Y0928,True,False,True,False,True,10670.0,G-SEC (T.Bond),0.0,2.0,107.61,103.39
TB15Y0929,True,False,True,False,True,10697.0,G-SEC (T.Bond),0.0,2.0,109.14,104.86
TB15Y0930,True,False,True,False,True,10715.0,G-SEC (T.Bond),0.0,2.0,98.36,94.5
TB15Y0933,True,False,True,False,True,10763.0,G-SEC (T.Bond),0.0,2.0,93.31,89.65
TB15Y1026,True,False,True,False,True,10626.0,G-SEC (T.Bond),0.0,2.0,102.23,98.23
TB15Y1027,True,False,True,False,True,10645.0,G-SEC (T.Bond),0.0,2.0,105.05,100.93
TB15Y1028,True,False,True,False,True,10671.0,G-SEC (T.Bond),0.0,2.0,107.72,103.5
TB15Y1029,True,False,True,False,True,10699.0,G-SEC (T.Bond),0.0,2.0,109.05,104.77
TB15Y1126,True,False,True,False,True,10628.0,G-SEC (T.Bond),0.0,2.0,102.39,98.37
TB15Y1127,True,False,True,False,True,10648.0,G-SEC (T.Bond),0.0,2.0,105.38,101.24
TB15Y1128,True,False,True,False,True,10675.0,G-SEC (T.Bond),0.0,2.0,107.59,103.37
TB15Y1129,True,False,True,False,True,10700.0,G-SEC (T.Bond),0.0,2.0,109.03,104.75
TB15Y1133,True,False,True,False,True,10766.0,G-SEC (T.Bond),0.0,2.0,94.83,91.11
TB15Y1226,True,False,True,False,True,10629.0,G-SEC (T.Bond),0.0,2.0,102.6,98.58
TB15Y1227,True,False,True,False,True,10650.0,G-SEC (T.Bond),0.0,2.0,105.66,101.52
TB15Y1228,True,False,True,False,True,10677.0,G-SEC (T.Bond),0.0,2.0,107.77,103.55
TB20Y0128,True,False,True,False,True,10653.0,G-SEC (T.Bond),0.0,2.0,107.27,103.07
TB20Y0129,True,False,True,False,True,10678.0,G-SEC (T.Bond),0.0,2.0,109.61,105.31
TB20Y0131,True,False,True,False,True,10721.0,G-SEC (T.Bond),0.0,2.0,102.12,98.12
TB20Y0132,True,False,True,False,True,10739.0,G-SEC (T.Bond),0.0,2.0,114.16,109.68
TB20Y0133,True,False,True,False,True,10754.0,G-SEC (T.Bond),0.0,2.0,118.97,114.31
TB20Y0134,True,False,True,False,True,10768.0,G-SEC (T.Bond),0.0,2.0,120.13,115.41
TB20Y0143,True,False,True,False,True,10864.0,G-SEC (T.Bond),0.0,2.0,99.87,95.95
TB20Y0228,True,False,True,False,True,10655.0,G-SEC (T.Bond),0.0,2.0,107.51,103.29
TB20Y0229,True,False,True,False,True,10680.0,G-SEC (T.Bond),0.0,2.0,109.92,105.6
TB20Y0230,True,False,True,False,True,10704.0,G-SEC (T.Bond),0.0,2.0,101.48,97.5
TB20Y0231,True,False,True,False,True,10723.0,G-SEC (T.Bond),0.0,2.0,102.1,98.1
TB20Y0232,True,False,True,False,True,10740.0,G-SEC (T.Bond),0.0,2.0,115.13,110.61
TB20Y0233,True,False,True,False,True,10755.0,G-SEC (T.Bond),0.0,2.0,119.67,114.97
TB20Y0234,True,False,True,False,True,10769.0,G-SEC (T.Bond),0.0,2.0,120.0,115.3
TB20Y0328,True,False,True,False,True,10657.0,G-SEC (T.Bond),0.0,2.0,107.74,103.52
TB20Y0329,True,False,True,False,True,10682.0,G-SEC (T.Bond),0.0,2.0,110.23,105.91
TB20Y0330,True,False,True,False,True,10705.0,G-SEC (T.Bond),0.0,2.0,101.28,97.3
TB20Y0331,True,False,True,False,True,10724.0,G-SEC (T.Bond),0.0,2.0,102.18,98.18
TB20Y0332,True,False,True,False,True,10741.0,G-SEC (T.Bond),0.0,2.0,115.86,111.32
TB20Y0333,True,False,True,False,True,10756.0,G-SEC (T.Bond),0.0,2.0,119.87,115.17
TB20Y0334,True,False,True,False,True,10770.0,G-SEC (T.Bond),0.0,2.0,119.05,114.39
TB20Y0342,True,False,True,False,True,10792.0,G-SEC (T.Bond),0.0,2.0,91.4,87.82
TB20Y0428,True,False,True,False,True,10659.0,G-SEC (T.Bond),0.0,2.0,107.92,103.68
TB20Y0429,True,False,True,False,True,10686.0,G-SEC (T.Bond),0.0,2.0,107.1,102.9
TB20Y0430,True,False,True,False,True,10706.0,G-SEC (T.Bond),0.0,2.0,101.03,97.07
TB20Y0431,True,False,True,False,True,10726.0,G-SEC (T.Bond),0.0,2.0,102.2,98.2
TB20Y0432,True,False,True,False,True,10742.0,G-SEC (T.Bond),0.0,2.0,116.65,112.07
TB20Y0433,True,False,True,False,True,10757.0,G-SEC (T.Bond),0.0,2.0,120.08,115.38
TB20Y0434,True,False,True,False,True,10771.0,G-SEC (T.Bond),0.0,2.0,118.66,114.0
TB20Y0436,True,False,True,False,True,10783.0,G-SEC (T.Bond),0.0,2.0,96.29,92.51
TB20Y0528,True,False,True,False,True,10661.0,G-SEC (T.Bond),0.0,2.0,108.15,103.91
TB20Y0529,True,False,True,False,True,10687.0,G-SEC (T.Bond),0.0,2.0,106.4,102.22
TB20Y0530,True,False,True,False,True,10708.0,G-SEC (T.Bond),0.0,2.0,101.08,97.12
TB20Y0531,True,False,True,False,True,10728.0,G-SEC (T.Bond),0.0,2.0,102.17,98.17
TB20Y0532,True,False,True,False,True,10744.0,G-SEC (T.Bond),0.0,2.0,117.44,112.84
TB20Y0533,True,False,True,False,True,10758.0,G-SEC (T.Bond),0.0,2.0,120.32,115.6
TB20Y0534,True,False,True,False,True,10772.0,G-SEC (T.Bond),0.0,2.0,118.15,113.51
TB20Y0540,True,False,True,False,True,10789.0,G-SEC (T.Bond),0.0,2.0,104.18,100.1
TB20Y0545,True,False,True,False,True,10865.0,G-SEC (T.Bond),0.0,2.0,126.13,121.19
TB20Y0628,True,False,True,False,True,10664.0,G-SEC (T.Bond),0.0,2.0,108.26,104.02
TB20Y0629,True,False,True,False,True,10690.0,G-SEC (T.Bond),0.0,2.0,104.24,100.16
TB20Y0630,True,False,True,False,True,10710.0,G-SEC (T.Bond),0.0,2.0,100.88,96.92
TB20Y0631,True,False,True,False,True,10729.0,G-SEC (T.Bond),0.0,2.0,102.13,98.13
TB20Y0632,True,False,True,False,True,10746.0,G-SEC (T.Bond),0.0,2.0,117.42,112.82
TB20Y0633,True,False,True,False,True,10759.0,G-SEC (T.Bond),0.0,2.0,120.6,115.88
TB20Y0634,True,False,True,False,True,10773.0,G-SEC (T.Bond),0.0,2.0,117.76,113.14
TB20Y0639,True,False,True,False,True,10788.0,G-SEC (T.Bond),0.0,2.0,103.49,99.43
TB20Y0640,True,False,True,False,True,10790.0,G-SEC (T.Bond),0.0,2.0,101.89,97.89
TB20Y0641,True,False,True,False,True,10791.0,G-SEC (T.Bond),0.0,2.0,77.78,74.72
TB20Y0642,True,False,True,False,True,10793.0,G-SEC (T.Bond),0.0,2.0,98.97,95.09
TB20Y0727,True,False,True,False,True,10641.0,G-SEC (T.Bond),0.0,2.0,108.04,103.8
TB20Y0728,True,False,True,False,True,10665.0,G-SEC (T.Bond),0.0,2.0,108.43,104.17
TB20Y0729,True,False,True,False,True,10693.0,G-SEC (T.Bond),0.0,2.0,101.84,97.84
TB20Y0730,True,False,True,False,True,10712.0,G-SEC (T.Bond),0.0,2.0,100.99,97.03
TB20Y0731,True,False,True,False,True,10731.0,G-SEC (T.Bond),0.0,2.0,103.47,99.41
TB20Y0732,True,False,True,False,True,10747.0,G-SEC (T.Bond),0.0,2.0,117.32,112.72
TB20Y0733,True,False,True,False,True,10760.0,G-SEC (T.Bond),0.0,2.0,120.84,116.1
TB20Y0734,True,False,True,False,True,10774.0,G-SEC (T.Bond),0.0,2.0,118.01,113.39
TB20Y0735,True,False,True,False,True,10781.0,G-SEC (T.Bond),0.0,2.0,111.55,107.17
TB20Y0744,True,False,True,False,True,10849.0,G-SEC (T.Bond),0.0,2.0,128.65,123.61
TB20Y0827,True,False,True,False,True,10642.0,G-SEC (T.Bond),0.0,2.0,107.95,103.71
TB20Y0828,True,False,True,False,True,10667.0,G-SEC (T.Bond),0.0,2.0,108.66,104.4
TB20Y0829,True,False,True,False,True,10695.0,G-SEC (T.Bond),0.0,2.0,101.11,97.15
TB20Y0830,True,False,True,False,True,10714.0,G-SEC (T.Bond),0.0,2.0,101.06,97.1
TB20Y0831,True,False,True,False,True,10732.0,G-SEC (T.Bond),0.0,2.0,104.46,100.36
TB20Y0832,True,False,True,False,True,10748.0,G-SEC (T.Bond),0.0,2.0,117.38,112.78
TB20Y0833,True,False,True,False,True,10761.0,G-SEC (T.Bond),0.0,2.0,121.08,116.34
TB20Y0834,True,False,True,False,True,10775.0,G-SEC (T.Bond),0.0,2.0,117.3,112.7
TB20Y0845,True,False,True,False,True,10879.0,G-SEC (T.Bond),0.0,2.0,111.09,106.73
TB20Y0927,True,False,True,False,True,10644.0,G-SEC (T.Bond),0.0,2.0,107.17,102.97
TB20Y0928,True,False,True,False,True,10669.0,G-SEC (T.Bond),0.0,2.0,108.82,104.56
TB20Y0930,True,False,True,False,True,10716.0,G-SEC (T.Bond),0.0,2.0,101.06,97.1
TB20Y0931,True,False,True,False,True,10733.0,G-SEC (T.Bond),0.0,2.0,107.4,103.18
TB20Y0932,True,False,True,False,True,10750.0,G-SEC (T.Bond),0.0,2.0,117.3,112.7
TB20Y0933,True,False,True,False,True,10762.0,G-SEC (T.Bond),0.0,2.0,121.13,116.38
TB20Y0934,True,False,True,False,True,10776.0,G-SEC (T.Bond),0.0,2.0,118.17,113.53
TB20Y1027,True,False,True,False,True,10647.0,G-SEC (T.Bond),0.0,2.0,107.2,103.0
TB20Y1028,True,False,True,False,True,10672.0,G-SEC (T.Bond),0.0,2.0,108.95,104.67
TB20Y1029,True,False,True,False,True,10698.0,G-SEC (T.Bond),0.0,2.0,102.68,98.66
TB20Y1030,True,False,True,False,True,10718.0,G-SEC (T.Bond),0.0,2.0,101.01,97.05
TB20Y1031,True,False,True,False,True,10735.0,G-SEC (T.Bond),0.0,2.0,110.51,106.17
TB20Y1032,True,False,True,False,True,10751.0,G-SEC (T.Bond),0.0,2.0,117.43,112.83
TB20Y1033,True,False,True,False,True,10764.0,G-SEC (T.Bond),0.0,2.0,121.17,116.41
TB20Y1034,True,False,True,False,True,10777.0,G-SEC (T.Bond),0.0,2.0,118.62,113.96
TB20Y1127,True,False,True,False,True,10649.0,G-SEC (T.Bond),0.0,2.0,107.14,102.94
TB20Y1128,True,False,True,False,True,10674.0,G-SEC (T.Bond),0.0,2.0,109.09,104.81
TB20Y1130,True,False,True,False,True,10719.0,G-SEC (T.Bond),0.0,2.0,101.65,97.67
TB20Y1131,True,False,True,False,True,10736.0,G-SEC (T.Bond),0.0,2.0,111.03,106.67
TB20Y1132,True,False,True,False,True,10752.0,G-SEC (T.Bond),0.0,2.0,117.7,113.08
TB20Y1133,True,False,True,False,True,10765.0,G-SEC (T.Bond),0.0,2.0,120.41,115.69
TB20Y1134,True,False,True,False,True,10778.0,G-SEC (T.Bond),0.0,2.0,118.97,114.31
TB20Y1135,True,False,True,False,True,10782.0,G-SEC (T.Bond),0.0,2.0,99.11,95.23
TB20Y1138,True,False,True,False,True,10787.0,G-SEC (T.Bond),0.0,2.0,95.6,91.86
TB20Y1227,True,False,True,False,True,10651.0,G-SEC (T.Bond),0.0,2.0,107.16,102.96
TB20Y1228,True,False,True,False,True,10676.0,G-SEC (T.Bond),0.0,2.0,109.26,104.98
TB20Y1229,True,False,True,False,True,10702.0,G-SEC (T.Bond),0.0,2.0,102.12,98.12
TB20Y1230,True,False,True,False,True,10720.0,G-SEC (T.Bond),0.0,2.0,102.04,98.04
TB20Y1231,True,False,True,False,True,10737.0,G-SEC (T.Bond),0.0,2.0,111.7,107.32
TB20Y1232,True,False,True,False,True,10753.0,G-SEC (T.Bond),0.0,2.0,118.33,113.69
TB20Y1233,True,False,True,False,True,10767.0,G-SEC (T.Bond),0.0,2.0,120.46,115.74
TB20Y1242,True,False,True,False,True,10845.0,G-SEC (T.Bond),0.0,2.0,100.61,96.67
TB2Y0127,True,False,True,False,True,10866.0,G-SEC (T.Bond),0.0,2.0,103.07,99.03
TB2Y0227,True,False,True,False,True,10857.0,G-SEC (T.Bond),0.0,2.0,102.88,98.84
TB2Y0327,True,False,True,False,True,10867.0,G-SEC (T.Bond),0.0,2.0,103.19,99.15
TB2Y0427,True,False,True,False,True,10861.0,G-SEC (T.Bond),0.0,2.0,103.97,99.89
TB2Y0527,True,False,True,False,True,10868.0,G-SEC (T.Bond),0.0,2.0,104.08,100.0
TB2Y0627,True,False,True,False,True,10871.0,G-SEC (T.Bond),0.0,2.0,104.55,100.45
TB2Y0727,True,False,True,False,True,10885.0,G-SEC (T.Bond),0.0,2.0,104.34,100.24
TB2Y0927,True,False,True,False,True,10877.0,G-SEC (T.Bond),0.0,2.0,103.01,98.97
TB2Y1026,True,False,True,False,True,10869.0,G-SEC (T.Bond),0.0,2.0,102.22,98.22
TB2Y1126,True,False,True,False,True,10856.0,G-SEC (T.Bond),0.0,2.0,102.54,98.52
TB2Y1127,True,False,True,False,True,10883.0,G-SEC (T.Bond),0.0,2.0,103.2,99.16
TB5Y0128,True,False,True,False,True,10846.0,G-SEC (T.Bond),0.0,2.0,100.99,97.03
TB5Y0230,True,False,True,False,True,10858.0,G-SEC (T.Bond),0.0,2.0,105.61,101.47
TB5Y0327,True,False,True,False,True,10633.0,G-SEC (T.Bond),0.0,2.0,100.71,96.77
TB5Y0428,True,False,True,False,True,10814.0,G-SEC (T.Bond),0.0,2.0,100.6,96.66
TB5Y0429,True,False,True,False,True,10840.0,G-SEC (T.Bond),0.0,2.0,108.43,104.17
TB5Y0430,True,False,True,False,True,10870.0,G-SEC (T.Bond),0.0,2.0,110.89,106.55
TB5Y0527,True,False,True,False,True,10636.0,G-SEC (T.Bond),0.0,2.0,101.3,97.32
