symbol,year,rows,days
KDSALTD,2019,18329,236
KDSALTD,2020,14136,193
KDSALTD,2021,20721,239
KDSALTD,2022,31447,243
KDSALTD,2023,1094,148
KDSALTD,2024,874,15
KEYACOSMET,2015,3202,41
KEYACOSMET,2016,23521,285
KEYACOSMET,2017,26072,247
KEYACOSMET,2018,24078,240
KEYACOSMET,2019,13160,237
KEYACOSMET,2020,21544,199
KEYACOSMET,2021,43925,239
KEYACOSMET,2022,35695,244
KEYACOSMET,2023,13221,244
KEYACOSMET,2024,1429,22
KFL,2022,2412,66
KFL,2023,6911,231
KFL,2024,890,19
KOHINOOR,2015,320,37
KOHINOOR,2016,6184,279
KOHINOOR,2017,6491,247
KOHINOOR,2018,7345,240
KOHINOOR,2019,7205,236
KOHINOOR,2020,5406,171
KOHINOOR,2021,9732,205
KOHINOOR,2022,19262,243
KOHINOOR,2023,24714,243
KOHINOOR,2024,3208,22
KPCL,2015,3516,42
KPCL,2016,19595,283
KPCL,2017,19079,247
KPCL,2018,22472,238
KPCL,2019,32680,236
KPCL,2020,27216,197
KPCL,2021,32703,237
KPCL,2022,19657,242
KPCL,2023,603,178
KPCL,2024,76,16
KPPL,2015,2021,42
KPPL,2016,8495,283
KPPL,2017,9820,247
KPPL,2018,10997,240
KPPL,2019,7976,236
KPPL,2020,10115,191
KPPL,2021,18672,223
KPPL,2022,10992,237
KPPL,2023,25347,214
KPPL,2024,5033,22
KTL,2018,4785,30
KTL,2019,27856,236
KTL,2020,22392,197
KTL,2021,30494,239
KTL,2022,20640,228
KTL,2023,367,152
KTL,2024,640,18
LANKABAFIN,2015,2748,42
LANKABAFIN,2016,22664,282
LANKABAFIN,2017,27447,245
LANKABAFIN,2018,24861,240
LANKABAFIN,2019,24992,236
LANKABAFIN,2020,27335,198
LANKABAFIN,2021,55337,238
LANKABAFIN,2022,31695,243
LANKABAFIN,2023,987,225
LANKABAFIN,2024,1631,19
LEGACYFOOT,2015,3060,42
LEGACYFOOT,2016,14959,284
LEGACYFOOT,2017,10384,247
LEGACYFOOT,2018,21577,210
LEGACYFOOT,2019,37388,235
LEGACYFOOT,2020,16496,190
LEGACYFOOT,2021,16246,228
LEGACYFOOT,2022,12516,222
LEGACYFOOT,2023,37762,241
LEGACYFOOT,2024,2714,22
LHBL,2015,4004,42
LHBL,2016,25252,280
LHBL,2017,24531,245
LHBL,2018,22529,240
LHBL,2019,22790,235
LHBL,2020,29498,198
LHBL,2021,54304,239
LHBL,2022,50898,241
LHBL,2023,35098,243
LHBL,2024,4239,22
LIBRAINFU,2015,270,36
LIBRAINFU,2016,12427,284
LIBRAINFU,2017,10165,247
LIBRAINFU,2018,16262,240
LIBRAINFU,2019,21577,237
LIBRAINFU,2020,6993,196
LIBRAINFU,2021,15752,239
LIBRAINFU,2022,12473,217
LIBRAINFU,2023,21166,241
LIBRAINFU,2024,2881,22
LINDEBD,2015,1491,42
LINDEBD,2016,13594,280
LINDEBD,2017,6293,246
LINDEBD,2018,5647,240
LINDEBD,2019,12217,236
LINDEBD,2020,11588,197
LINDEBD,2021,17049,239
LINDEBD,2022,19594,243
LINDEBD,2023,960,224
LINDEBD,2024,622,18
LOVELLO,2021,35320,210
LOVELLO,2022,36799,242
LOVELLO,2023,4425,224
LOVELLO,2024,1025,21
LRBDL,2021,36971,192
LRBDL,2022,30486,243
LRBDL,2023,13517,239
LRBDL,2024,1916,21
LRGLOBMF1,2015,1245,41
LRGLOBMF1,2016,3638,283
LRGLOBMF1,2017,3402,247
LRGLOBMF1,2018,1028,200
LRGLOBMF1,2019,3924,209
LRGLOBMF1,2020,4818,179
LRGLOBMF1,2021,12098,239
LRGLOBMF1,2022,6318,234
LRGLOBMF1,2023,540,189
LRGLOBMF1,2024,331,18
MAKSONSPIN,2015,1819,42
MAKSONSPIN,2016,11165,283
MAKSONSPIN,2017,13590,247
MAKSONSPIN,2018,16064,240
MAKSONSPIN,2019,13299,236
MAKSONSPIN,2020,14598,189
MAKSONSPIN,2021,44627,239
MAKSONSPIN,2022,37520,242
MAKSONSPIN,2023,2468,198
MAKSONSPIN,2024,1479,18
MALEKSPIN,2015,1153,42
MALEKSPIN,2016,10866,284
MALEKSPIN,2017,13105,247
MALEKSPIN,2018,7112,240
MALEKSPIN,2019,12516,236
MALEKSPIN,2020,9726,182
MALEKSPIN,2021,32977,239
MALEKSPIN,2022,35901,243
MALEKSPIN,2023,5387,215
MALEKSPIN,2024,1347,21
MAMUNAGRO,2022,1664,69
MAMUNAGRO,2023,5445,227
MAMUNAGRO,2024,568,19
MARICO,2015,560,42
MARICO,2016,4201,275
MARICO,2017,6377,246
MARICO,2018,3094,235
MARICO,2019,10721,233
MARICO,2020,7727,194
MARICO,2021,15029,236
MARICO,2022,7729,240
MARICO,2023,6294,243
MARICO,2024,1379,22
MASTERAGRO,2022,3279,68
MASTERAGRO,2023,5721,233
MASTERAGRO,2024,641,19
MATINSPINN,2015,991,42
MATINSPINN,2016,6229,283
MATINSPINN,2017,9093,247
MATINSPINN,2018,2515,239
MATINSPINN,2019,1644,234
MATINSPINN,2020,1382,181
MATINSPINN,2021,19587,235
MATINSPINN,2022,26621,239
MATINSPINN,2023,311,136
MATINSPINN,2024,1048,13
MBL1STMF,2015,897,42
MBL1STMF,2016,4179,283
MBL1STMF,2017,1960,240
MBL1STMF,2018,526,159
MBL1STMF,2019,2730,233
MBL1STMF,2020,8214,186
MBL1STMF,2021,11696,239
MBL1STMF,2022,3603,223
MBL1STMF,2023,1153,162
MBL1STMF,2024,433,22
MEGCONMILK,2015,398,38
MEGCONMILK,2016,2388,278
MEGCONMILK,2017,5815,247
MEGCONMILK,2018,7242,240
MEGCONMILK,2019,4934,234
MEGCONMILK,2020,3198,190
MEGCONMILK,2021,7265,238
MEGCONMILK,2022,7714,197
MEGCONMILK,2023,7593,240
MEGCONMILK,2024,207,19
MEGHNACEM,2015,1224,42
MEGHNACEM,2016,8890,284
MEGHNACEM,2017,4270,246
MEGHNACEM,2018,7429,240
MEGHNACEM,2019,5589,236
MEGHNACEM,2020,3323,171
MEGHNACEM,2021,6879,202
MEGHNACEM,2022,6505,243
MEGHNACEM,2023,7728,243
MEGHNACEM,2024,1421,21
MEGHNAINS,2022,6363,135
MEGHNAINS,2023,31183,242
MEGHNAINS,2024,3393,22
MEGHNALIFE,2015,1828,42
MEGHNALIFE,2016,8826,284
MEGHNALIFE,2017,6128,247
MEGHNALIFE,2018,6785,240
MEGHNALIFE,2019,12515,236
MEGHNALIFE,2020,12360,186
MEGHNALIFE,2021,21915,239
MEGHNALIFE,2022,15213,243
MEGHNALIFE,2023,44536,243
MEGHNALIFE,2024,4427,22
MEGHNAPET,2015,153,37
MEGHNAPET,2016,2032,251
MEGHNAPET,2017,5664,247
MEGHNAPET,2018,6375,240
MEGHNAPET,2019,3313,233
MEGHNAPET,2020,3104,192
MEGHNAPET,2021,6880,239
MEGHNAPET,2022,6500,199
MEGHNAPET,2023,13515,242
MEGHNAPET,2024,946,22
MERCANBANK,2015,1491,42
MERCANBANK,2016,11374,284
MERCANBANK,2017,22518,247
MERCANBANK,2018,19373,240
MERCANBANK,2019,18343,236
MERCANBANK,2020,13895,197
MERCANBANK,2021,33360,239
MERCANBANK,2022,22799,243
MERCANBANK,2023,6475,238
MERCANBANK,2024,1148,22
MERCINS,2015,391,42
MERCINS,2016,4409,274
MERCINS,2017,7938,246
MERCINS,2018,7120,240
MERCINS,2019,10984,236
MERCINS,2020,18643,187
MERCINS,2021,24591,239
MERCINS,2022,6376,238
MERCINS,2023,10881,238
MERCINS,2024,896,22
METROSPIN,2015,1051,41
METROSPIN,2016,6059,283
METROSPIN,2017,7692,247
METROSPIN,2018,13619,240
METROSPIN,2019,11480,236
METROSPIN,2020,12210,193
METROSPIN,2021,30423,239
METROSPIN,2022,29740,243
METROSPIN,2023,27367,241
METROSPIN,2024,1534,21
MHSML,2015,2057,41
MHSML,2016,16351,284
MHSML,2017,17494,247
MHSML,2018,9743,240
MHSML,2019,7574,236
MHSML,2020,10247,176
MHSML,2021,23975,238
MHSML,2022,20724,224
MHSML,2023,705,117
MHSML,2024,716,10
MIDASFIN,2015,368,41
MIDASFIN,2016,3132,277
MIDASFIN,2017,8608,247
MIDASFIN,2018,12103,240
MIDASFIN,2019,12914,236
MIDASFIN,2020,11515,179
MIDASFIN,2021,23321,238
MIDASFIN,2022,8822,226
MIDASFIN,2023,6968,232
MIDASFIN,2024,2395,22
MIDLANDBNK,2023,24408,184
MIDLANDBNK,2024,3770,22
MIRACLEIND,2015,3235,41
MIRACLEIND,2016,20489,284
MIRACLEIND,2017,19194,247
MIRACLEIND,2018,23127,240
MIRACLEIND,2019,20102,236
MIRACLEIND,2020,23977,188
MIRACLEIND,2021,34553,240
MIRACLEIND,2022,21580,238
MIRACLEIND,2023,31107,244
MIRACLEIND,2024,3812,22
MIRAKHTER,2021,37267,217
MIRAKHTER,2022,22511,242
MIRAKHTER,2023,8457,231
MIRAKHTER,2024,1397,22
MITHUNKNIT,2015,3143,41
MITHUNKNIT,2016,19623,284
MITHUNKNIT,2017,18814,247
MITHUNKNIT,2018,5943,239
MITHUNKNIT,2019,3864,237
MITHUNKNIT,2020,2995,193
MITHUNKNIT,2021,9216,239
MITHUNKNIT,2022,5785,217
MITHUNKNIT,2023,260,128
MITHUNKNIT,2024,546,14
MJLBD,2015,3581,42
MJLBD,2016,24177,283
MJLBD,2017,22493,247
MJLBD,2018,15749,240
MJLBD,2019,14859,236
MJLBD,2020,12100,197
MJLBD,2021,20668,239
MJLBD,2022,13813,241
MJLBD,2023,7068,243
MJLBD,2024,818,22
MKFOOTWEAR,2023,2928,98
MKFOOTWEAR,2024,451,19
MLDYEING,2018,9794,70
MLDYEING,2019,18797,236
MLDYEING,2020,9690,193
MLDYEING,2021,27890,209
MLDYEING,2022,16726,234
MLDYEING,2023,292,141
MLDYEING,2024,1076,19
MONNOAGML,2015,332,40
MONNOAGML,2016,5263,283
MONNOAGML,2017,6222,246
MONNOAGML,2018,10803,199
MONNOAGML,2019,34825,236
MONNOAGML,2020,20840,197
MONNOAGML,2021,15564,212
MONNOAGML,2022,22941,243
MONNOAGML,2023,34223,243
MONNOAGML,2024,3159,22
MONNOCERA,2015,1993,41
MONNOCERA,2016,9383,284
MONNOCERA,2017,13623,247
MONNOCERA,2018,27182,240
MONNOCERA,2019,40070,233
MONNOCERA,2020,25686,198
MONNOCERA,2021,23257,224
MONNOCERA,2022,33704,243
MONNOCERA,2023,34450,242
MONNOCERA,2024,3593,22
MONNOFABR,2021,12941,131
MONNOFABR,2022,22652,238
MONNOFABR,2023,344,140
MONNOFABR,2024,981,11
MONOSPOOL,2021,8659,131
MONOSPOOL,2022,36290,243
MONOSPOOL,2023,39077,242
MONOSPOOL,2024,3161,22
MOSTFAMETL,2022,3177,70
MOSTFAMETL,2023,4659,231
MOSTFAMETL,2024,409,19
MPETROLEUM,2015,2223,41
MPETROLEUM,2016,13980,284
MPETROLEUM,2017,10718,247
MPETROLEUM,2018,7633,240
MPETROLEUM,2019,15237,236
MPETROLEUM,2020,10424,199
MPETROLEUM,2021,15942,239
MPETROLEUM,2022,11517,241
MPETROLEUM,2023,8613,243
MPETROLEUM,2024,860,21
MTB,2015,1177,42
MTB,2016,8401,284
MTB,2017,10222,247
MTB,2018,5182,239
MTB,2019,4323,236
MTB,2020,3192,186
MTB,2021,8071,234
MTB,2022,4359,242
MTB,2023,1179,204
MTB,2024,435,22
NAHEEACP,2017,476,4
NAHEEACP,2018,22922,240
NAHEEACP,2019,12588,236
NAHEEACP,2020,19414,184
NAHEEACP,2021,17842,227
NAHEEACP,2022,28196,240
NAHEEACP,2023,237,130
NAHEEACP,2024,1430,10
NATLIFEINS,2015,1089,41
NATLIFEINS,2016,4847,278
NATLIFEINS,2017,5476,245
NATLIFEINS,2018,10782,240
NATLIFEINS,2019,14027,236
NATLIFEINS,2020,5063,198
NATLIFEINS,2021,4720,234
NATLIFEINS,2022,3794,206
NATLIFEINS,2023,779,105
NATLIFEINS,2024,317,16
NAVANACNG,2015,2740,42
NAVANACNG,2016,16144,284
NAVANACNG,2017,16552,247
NAVANACNG,2018,13572,240
NAVANACNG,2019,11072,236
NAVANACNG,2020,7089,187
NAVANACNG,2021,11322,239
NAVANACNG,2022,12485,243
NAVANACNG,2023,17381,243
NAVANACNG,2024,2120,22
NAVANAPHAR,2022,10863,51
NAVANAPHAR,2023,44788,242
NAVANAPHAR,2024,3748,22
NBL,2015,2781,42
NBL,2016,21324,284
NBL,2017,27381,247
NBL,2018,22705,240
NBL,2019,24263,236
NBL,2020,23104,199
NBL,2021,46460,239
NBL,2022,23239,228
NBL,2023,521,191
NBL,2024,1252,17
NCCBANK,2015,2239,42
NCCBANK,2016,14749,284
NCCBANK,2017,20870,247
NCCBANK,2018,11030,239
NCCBANK,2019,11194,236
NCCBANK,2020,12424,197
NCCBANK,2021,25503,239
NCCBANK,2022,13154,242
NCCBANK,2023,1496,225
NCCBANK,2024,863,22
NCCBLMF1,2015,677,42
NCCBLMF1,2016,3231,278
NCCBLMF1,2017,1613,220
NCCBLMF1,2018,1609,219
NCCBLMF1,2019,4131,229
NCCBLMF1,2020,7454,166
NCCBLMF1,2021,9269,239
NCCBLMF1,2022,3712,243
NCCBLMF1,2023,2106,206
NCCBLMF1,2024,1210,22
NEWLINE,2019,15291,139
NEWLINE,2020,17898,176
NEWLINE,2021,17611,239
NEWLINE,2022,2149,235
NEWLINE,2023,208,199
NEWLINE,2024,134,8
NFML,2015,2976,42
NFML,2016,21812,284
NFML,2017,19864,247
NFML,2018,12541,240
NFML,2019,15664,236
NFML,2020,21138,191
NFML,2021,42151,239
NFML,2022,19145,235
NFML,2023,29520,243
NFML,2024,2651,22
NHFIL,2015,1744,42
NHFIL,2016,15656,284
NHFIL,2017,11844,247
NHFIL,2018,15662,240
NHFIL,2019,18786,236
NHFIL,2020,17451,192
NHFIL,2021,33219,239
NHFIL,2022,35614,243
NHFIL,2023,12542,201
NHFIL,2024,920,20
NIALCO,2022,2340,71
NIALCO,2023,5217,231
NIALCO,2024,512,19
NITOLINS,2015,315,42
NITOLINS,2016,2138,273
NITOLINS,2017,2687,239
NITOLINS,2018,1212,210
NITOLINS,2019,12914,236
NITOLINS,2020,21802,193
NITOLINS,2021,30238,239
NITOLINS,2022,8517,229
NITOLINS,2023,9197,243
NITOLINS,2024,779,21
NORTHERN,2015,1642,42
NORTHERN,2016,12234,284
NORTHERN,2017,14950,246
NORTHERN,2018,16173,240
NORTHERN,2019,14001,236
NORTHERN,2020,24021,195
NORTHERN,2021,15276,238
NORTHERN,2022,11715,241
NORTHERN,2023,11528,242
NORTHERN,2024,259,20
NORTHRNINS,2015,478,41
NORTHRNINS,2016,5058,283
NORTHRNINS,2017,4108,247
NORTHRNINS,2018,4006,239
NORTHRNINS,2019,15343,235
NORTHRNINS,2020,25022,199
NORTHRNINS,2021,27798,239
NORTHRNINS,2022,8242,240
NORTHRNINS,2023,6641,243
NORTHRNINS,2024,731,22
NPOLYMER,2015,2470,42
NPOLYMER,2016,15958,284
NPOLYMER,2017,16960,247
NPOLYMER,2018,13366,240
NPOLYMER,2019,29308,236
NPOLYMER,2020,24873,195
NPOLYMER,2021,26286,225
NPOLYMER,2022,31135,243
NPOLYMER,2023,4530,212
NPOLYMER,2024,1745,20
NRBCBANK,2021,38924,185
NRBCBANK,2022,24567,239
NRBCBANK,2023,859,207
NRBCBANK,2024,1355,20
NTC,2015,117,29
NTC,2016,7764,275
NTC,2017,14908,247
NTC,2018,13599,240
NTC,2019,13798,236
NTC,2020,5067,197
NTC,2021,4945,239
NTC,2022,17103,242
NTC,2023,11213,242
NTC,2024,225,22
NTLTUBES,2015,2065,41
NTLTUBES,2016,18374,284
NTLTUBES,2017,23024,247
NTLTUBES,2018,23608,240
NTLTUBES,2019,32877,236
NTLTUBES,2020,24921,197
NTLTUBES,2021,22644,229
NTLTUBES,2022,20844,236
NTLTUBES,2023,11709,211
NTLTUBES,2024,1033,22
NURANI,2017,12677,142
NURANI,2018,22217,240
NURANI,2019,22916,236
NURANI,2020,11236,183
NURANI,2021,21341,238
NURANI,2022,10920,228
NURANI,2023,372,167
NURANI,2024,532,14
OAL,2015,3552,42
OAL,2016,24146,284
OAL,2017,20278,247
OAL,2018,15726,240
OAL,2019,14599,236
OAL,2020,12633,192
OAL,2021,26692,239
OAL,2022,21477,233
OAL,2023,26153,235
OAL,2024,5368,22
OIMEX,2017,4020,37
OIMEX,2018,21911,239
OIMEX,2019,17959,236
OIMEX,2020,12032,183
OIMEX,2021,17124,223
OIMEX,2022,11862,234
OIMEX,2023,26509,238
OIMEX,2024,2028,22
OLYMPIC,2015,2522,41
OLYMPIC,2016,17993,284
OLYMPIC,2017,15160,247
OLYMPIC,2018,13720,240
OLYMPIC,2019,16427,236
OLYMPIC,2020,11542,197
OLYMPIC,2021,20792,239
OLYMPIC,2022,35110,243
OLYMPIC,2023,31374,243
OLYMPIC,2024,1547,22
ONEBANKLTD,2015,2626,42
ONEBANKLTD,2016,15458,280
ONEBANKLTD,2017,22643,247
ONEBANKLTD,2018,13231,240
ONEBANKLTD,2019,13075,236
ONEBANKLTD,2020,12902,197
ONEBANKLTD,2021,33081,238
ONEBANKLTD,2022,28330,243
ONEBANKLTD,2023,2255,36
ONEBANKPLC,2015,2626,42
ONEBANKPLC,2016,15458,280
ONEBANKPLC,2017,22642,247
ONEBANKPLC,2018,13231,240
ONEBANKPLC,2019,13075,236
ONEBANKPLC,2020,12902,197
ONEBANKPLC,2021,33081,238
ONEBANKPLC,2022,28330,243
ONEBANKPLC,2023,5307,236
ONEBANKPLC,2024,1040,22
ORIONINFU,2015,2839,41
ORIONINFU,2016,22736,284
ORIONINFU,2017,15222,247
ORIONINFU,2018,12909,240
ORIONINFU,2019,15455,235
ORIONINFU,2020,23208,193
ORIONINFU,2021,26427,226
ORIONINFU,2022,37199,243
ORIONINFU,2023,51050,243
ORIONINFU,2024,5178,22
ORIONPHARM,2015,2706,42
ORIONPHARM,2016,20489,284
ORIONPHARM,2017,18638,247
ORIONPHARM,2018,8884,240
ORIONPHARM,2019,10197,236
ORIONPHARM,2020,27727,195
ORIONPHARM,2021,50377,239
ORIONPHARM,2022,54596,243
ORIONPHARM,2023,18209,242
ORIONPHARM,2024,367,22
ORYZAAGRO,2022,2805,70
ORYZAAGRO,2023,5312,233
ORYZAAGRO,2024,1007,19
PADMALIFE,2015,787,41
PADMALIFE,2016,4135,283
PADMALIFE,2017,7505,247
PADMALIFE,2018,11252,240
PADMALIFE,2019,4244,236
PADMALIFE,2020,3746,186
PADMALIFE,2021,16958,238
PADMALIFE,2022,29002,243
PADMALIFE,2023,13247,223
PADMALIFE,2024,752,19
PADMAOIL,2015,2012,41
PADMAOIL,2016,13354,283
PADMAOIL,2017,12332,247
PADMAOIL,2018,6947,240
PADMAOIL,2019,6816,236
PADMAOIL,2020,8158,198
PADMAOIL,2021,9735,239
PADMAOIL,2022,6806,241
PADMAOIL,2023,2075,228
PADMAOIL,2024,469,19
PAPERPROC,2021,12333,131
PAPERPROC,2022,45293,242
PAPERPROC,2023,37654,242
PAPERPROC,2024,2339,22
PARAMOUNT,2015,490,42
PARAMOUNT,2016,5303,282
PARAMOUNT,2017,6053,247
PARAMOUNT,2018,5205,239
PARAMOUNT,2019,20443,236
PARAMOUNT,2020,13596,197
PARAMOUNT,2021,29416,239
PARAMOUNT,2022,13969,239
PARAMOUNT,2023,22364,243
PARAMOUNT,2024,2499,22
PDL,2017,19035,220
PDL,2018,18883,240
PDL,2019,19613,236
PDL,2020,13827,190
PDL,2021,31217,238
PDL,2022,24584,234
PDL,2023,13693,234
PDL,2024,4834,22
PENINSULA,2015,2392,42
PENINSULA,2016,17616,284
PENINSULA,2017,21405,247
PENINSULA,2018,22180,240
PENINSULA,2019,21703,236
PENINSULA,2020,17428,183
PENINSULA,2021,29490,239
PENINSULA,2022,32774,242
PENINSULA,2023,3346,219
PENINSULA,2024,1098,15
PEOPLESINS,2015,572,41
PEOPLESINS,2016,3304,283
PEOPLESINS,2017,3668,247
PEOPLESINS,2018,2150,238
PEOPLESINS,2019,9659,236
PEOPLESINS,2020,21673,187
PEOPLESINS,2021,33632,239
PEOPLESINS,2022,20492,233
PEOPLESINS,2023,18901,241
PEOPLESINS,2024,1949,22
PF1STMF,2015,397,42
PF1STMF,2016,3544,283
PF1STMF,2017,4607,247
PF1STMF,2018,1730,239
PF1STMF,2019,9487,234
PF1STMF,2020,15944,197
PF1STMF,2021,15580,239
PF1STMF,2022,7856,215
PF1STMF,2023,2630,108
PF1STMF,2024,661,22
PHARMAID,2015,1910,39
PHARMAID,2016,13847,284
PHARMAID,2017,15444,247
PHARMAID,2018,25157,240
PHARMAID,2019,25539,236
PHARMAID,2020,17212,197
PHARMAID,2021,24416,239
PHARMAID,2022,28820,243
PHARMAID,2023,361,150
PHARMAID,2024,967,11
PHENIXINS,2015,545,41
PHENIXINS,2016,4276,283
PHENIXINS,2017,2954,243
PHENIXINS,2018,1824,230
PHENIXINS,2019,8327,236
PHENIXINS,2020,12229,198
PHENIXINS,2021,22978,239
PHENIXINS,2022,7951,233
PHENIXINS,2023,10198,243
PHENIXINS,2024,1274,22
PHOENIXFIN,2015,1985,42
PHOENIXFIN,2016,12677,283
PHOENIXFIN,2017,14355,247
PHOENIXFIN,2018,4947,240
PHOENIXFIN,2019,4388,235
PHOENIXFIN,2020,2962,175
PHOENIXFIN,2021,11237,235
PHOENIXFIN,2022,11025,214
PHOENIXFIN,2023,126,78
PHOENIXFIN,2024,649,13
PHPMF1,2015,1136,42
PHPMF1,2016,9080,283
PHPMF1,2017,12609,247
PHPMF1,2018,4546,240
PHPMF1,2019,7788,236
PHPMF1,2020,10118,196
PHPMF1,2021,18021,239
PHPMF1,2022,7559,235
PHPMF1,2023,611,186
PHPMF1,2024,588,21
PIONEERINS,2015,443,39
PIONEERINS,2016,3728,280
PIONEERINS,2017,4681,247
PIONEERINS,2018,3964,238
PIONEERINS,2019,8720,236
PIONEERINS,2020,25102,195
PIONEERINS,2021,34029,239
PIONEERINS,2022,15430,239
PIONEERINS,2023,17436,243
PIONEERINS,2024,1103,22
POPULAR1MF,2015,1148,42
POPULAR1MF,2016,9038,284
POPULAR1MF,2017,13557,247
POPULAR1MF,2018,6004,240
POPULAR1MF,2019,6969,236
POPULAR1MF,2020,9510,195
POPULAR1MF,2021,16489,239
POPULAR1MF,2022,7448,227
POPULAR1MF,2023,491,174
POPULAR1MF,2024,656,20
POPULARLIF,2015,1515,41
POPULARLIF,2016,8518,284
POPULARLIF,2017,7120,247
POPULARLIF,2018,7593,240
POPULARLIF,2019,3030,225
POPULARLIF,2020,3352,164
POPULARLIF,2021,14043,199
POPULARLIF,2022,14652,243
POPULARLIF,2023,27023,243
POPULARLIF,2024,1850,22
POWERGRID,2015,1937,42
POWERGRID,2016,16978,284
POWERGRID,2017,12361,247
POWERGRID,2018,7891,240
POWERGRID,2019,16587,236
POWERGRID,2020,9183,197
POWERGRID,2021,44099,239
POWERGRID,2022,31037,243
POWERGRID,2023,554,188
POWERGRID,2024,1713,19
PRAGATIINS,2015,310,40
PRAGATIINS,2016,2760,275
PRAGATIINS,2017,2789,246
PRAGATIINS,2018,4130,240
PRAGATIINS,2019,5173,236
PRAGATIINS,2020,12694,184
PRAGATIINS,2021,23155,239
PRAGATIINS,2022,11970,243
PRAGATIINS,2023,13592,243
PRAGATIINS,2024,669,22
PRAGATILIF,2015,1626,42
PRAGATILIF,2016,6417,281
PRAGATILIF,2017,4749,246
PRAGATILIF,2018,7576,240
PRAGATILIF,2019,12603,231
PRAGATILIF,2020,8442,189
PRAGATILIF,2021,12644,200
PRAGATILIF,2022,12826,241
PRAGATILIF,2023,26306,243
PRAGATILIF,2024,1635,22
PREMIERBAN,2015,1979,42
PREMIERBAN,2016,15092,284
PREMIERBAN,2017,23123,247
PREMIERBAN,2018,16915,240
PREMIERBAN,2019,27498,236
PREMIERBAN,2020,19502,197
PREMIERBAN,2021,35203,238
PREMIERBAN,2022,24692,243
PREMIERBAN,2023,13256,243
PREMIERBAN,2024,2712,22
PREMIERCEM,2015,1650,41
PREMIERCEM,2016,13434,284
PREMIERCEM,2017,5143,247
PREMIERCEM,2018,2200,238
PREMIERCEM,2019,1565,219
PREMIERCEM,2020,1622,150
PREMIERCEM,2021,13484,225
PREMIERCEM,2022,14809,238
PREMIERCEM,2023,16748,226
PREMIERCEM,2024,1974,22
PREMIERLEA,2015,793,42
PREMIERLEA,2016,12710,284
PREMIERLEA,2017,19192,247
PREMIERLEA,2018,9337,240
PREMIERLEA,2019,13610,236
PREMIERLEA,2020,7945,182
PREMIERLEA,2021,22519,239
PREMIERLEA,2022,8607,224
PREMIERLEA,2023,1689,152
PREMIERLEA,2024,1130,20
PRIME1ICBA,2015,376,41
PRIME1ICBA,2016,3532,283
PRIME1ICBA,2017,3928,247
PRIME1ICBA,2018,1993,238
PRIME1ICBA,2019,4090,236
PRIME1ICBA,2020,6395,198
PRIME1ICBA,2021,4891,239
PRIME1ICBA,2022,1534,168
PRIME1ICBA,2023,412,64
PRIME1ICBA,2024,1918,22
PRIMEBANK,2015,1313,42
PRIMEBANK,2016,6745,283
PRIMEBANK,2017,16643,247
PRIMEBANK,2018,11087,240
PRIMEBANK,2019,7997,236
PRIMEBANK,2020,4420,197
PRIMEBANK,2021,21411,239
PRIMEBANK,2022,8123,243
PRIMEBANK,2023,5252,243
PRIMEBANK,2024,814,22
PRIMEFIN,2015,1547,42
PRIMEFIN,2016,7786,283
PRIMEFIN,2017,8808,247
PRIMEFIN,2018,4364,240
PRIMEFIN,2019,5249,236
PRIMEFIN,2020,8573,177
PRIMEFIN,2021,30520,239
PRIMEFIN,2022,18169,240
PRIMEFIN,2023,2131,143
PRIMEFIN,2024,1246,18
PRIMEINSUR,2015,384,42
PRIMEINSUR,2016,3562,280
PRIMEINSUR,2017,3825,247
PRIMEINSUR,2018,3598,240
PRIMEINSUR,2019,14509,236
PRIMEINSUR,2020,10476,192
PRIMEINSUR,2021,20216,239
PRIMEINSUR,2022,11374,201
PRIMEINSUR,2023,186,77
PRIMEINSUR,2024,623,9
PRIMELIFE,2015,1265,42
PRIMELIFE,2016,5974,285
PRIMELIFE,2017,4364,247
PRIMELIFE,2018,5385,240
PRIMELIFE,2019,7074,235
PRIMELIFE,2020,5370,177
PRIMELIFE,2021,10156,238
PRIMELIFE,2022,13096,240
PRIMELIFE,2023,19258,237
PRIMELIFE,2024,1044,21
PRIMETEX,2015,889,42
PRIMETEX,2016,9561,284
PRIMETEX,2017,8863,247
PRIMETEX,2018,16447,240
PRIMETEX,2019,15768,236
PRIMETEX,2020,10491,186
PRIMETEX,2021,14712,239
PRIMETEX,2022,19496,221
PRIMETEX,2023,2351,170
PRIMETEX,2024,852,21
PROGRESLIF,2015,148,38
PROGRESLIF,2016,1182,244
PROGRESLIF,2017,1221,199
PROGRESLIF,2018,1877,232
PROGRESLIF,2019,4737,234
PROGRESLIF,2020,13038,188
PROGRESLIF,2021,12987,201
PROGRESLIF,2022,8761,228
PROGRESLIF,2023,9477,218
PROGRESLIF,2024,365,21
PROVATIINS,2015,486,42
PROVATIINS,2016,4492,283
PROVATIINS,2017,6935,247
PROVATIINS,2018,7985,239
PROVATIINS,2019,23957,236
PROVATIINS,2020,20655,194
PROVATIINS,2021,13444,239
PROVATIINS,2022,24927,242
PROVATIINS,2023,11836,223
PROVATIINS,2024,1744,22
PTL,2015,1658,42
PTL,2016,15622,284
PTL,2017,20776,247
PTL,2018,18224,240
PTL,2019,16493,236
PTL,2020,20911,186
PTL,2021,34875,239
PTL,2022,22521,238
PTL,2023,3449,230
