symbol,file,file_bytes,lines_physical,header_ok,rows_raw,rows_skipped_by_parser,daily_file_present,daily_header_ok,daily_rows,daily_date_unparseable,daily_date_duplicates,daily_first,daily_last,status,ts_unparseable,nonnumeric_closing,nonnumeric_opening,nonnumeric_high,nonnumeric_low,nonnumeric_volume,seconds_nonzero,rows_unusable,rows_usable,non_monotonic_rows,duplicate_ts_rows,duplicate_ts_distinct,duplicate_ts_conflicting_prices,first_ts,last_ts,days,rows_fri_sat,days_fri_sat,rows_outside_strict_session,rows_outside_loose_session,gap_1min_share,gap_2min_share,gap_gt5min_share,rows_per_day_p10,rows_per_day_median,rows_per_day_p90,rows_per_day_max,days_with_1_row,days_with_lt5_rows,rows_nonpositive_price,rows_negative_volume,rows_zero_volume,rows_volume_1,rows_ohlc_equal,rows_off_tick_grid,rows_ohlc_violation,rows_high_lt_low,rows_minute_jump_ge10pct,rows_minute_jump_ge10pct_finite,rows_minute_jump_through_zero,rows_spike_and_revert,days_gap_zero_endpoint,days_gap_beyond_band,days_gap_gt20pct,rows_floor_era,days_floor_era,ohlc_equal_share_floor,ohlc_equal_share_nonfloor,days_not_in_daily_file,rows_snapshot_prev_session,rows_snapshot_same_day_multirow,xcheck_days,xcheck_close_mismatch,xcheck_close_within_day_range,xcheck_high_mismatch,xcheck_high_minute_above_daily,xcheck_low_mismatch,xcheck_low_minute_below_daily,xcheck_volume_untestable_daily_zero,xcheck_volume_mismatch_5pct,xcheck_volume_minute_gt_daily,xcheck_volume_minute_lt_daily,xcheck_volume_minute_gt_2x_daily,xcheck_days_in_daily_not_minute,xcheck_days_in_minute_not_daily,minute_start_vs_daily_start_days,daily_rows_in_minute_era,days_gap_beyond_band_daily_agrees,days_gap_beyond_band_daily_disagrees,days_gap_beyond_band_daily_untestable,calendar_days_in_span,days_present,days_missing,missing_share,longest_missing_run
JAMUNAOIL,JAMUNAOIL.csv,4106184,87938,True,87937,0,True,True,2705.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87937.0,0.0,0.0,0.0,0.0,2015-10-15 10:48:00,2024-01-31 14:24:00,1992.0,217.0,37.0,774.0,191.0,0.20948280877305253,0.3292221769736459,0.24984583163651172,16.0,40.0,78.0,224.0,34.0,65.0,0.0,0.0,1.0,1713.0,83049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12711.0,369.0,0.9007945873652742,0.9517852870018345,48.0,16.0,99.0,1944.0,208.0,206.0,44.0,1.0,20.0,1.0,0.0,248.0,186.0,62.0,69.0,26.0,48.0,1109.0,1984.0,,,,2002.0,1992.0,10.0,0.004995004995004995,1.0
JANATAINS,JANATAINS.csv,4736816,106634,True,106633,0,True,True,2681.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106633.0,0.0,0.0,0.0,0.0,2015-10-15 11:16:00,2024-01-31 14:29:00,1969.0,138.0,37.0,1047.0,170.0,0.5098410150577085,0.17381334556294428,0.15619506229458074,5.0,33.0,141.0,268.0,49.0,156.0,2.0,0.0,1.0,1397.0,88070.0,0.0,0.0,0.0,5.0,3.0,2.0,29.0,2.0,5.0,0.0,27730.0,366.0,0.7882798413270826,0.8391442657440148,47.0,53.0,109.0,1922.0,700.0,687.0,110.0,9.0,104.0,5.0,0.0,224.0,170.0,54.0,64.0,26.0,47.0,1109.0,1962.0,1.0,4.0,0.0,2002.0,1969.0,33.0,0.016483516483516484,13.0
JHRML,JHRML.csv,4055886,90026,True,90025,0,True,True,460.0,0.0,0.0,2022-03-31,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90025.0,0.0,0.0,0.0,0.0,2022-03-31 10:09:00,2024-01-31 14:28:00,446.0,0.0,0.0,2148.0,0.0,0.8653144152089217,0.08561158307192535,0.010337244220185535,100.0,221.5,268.0,284.0,0.0,0.0,0.0,0.0,0.0,792.0,50196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72787.0,369.0,0.5883468201739321,0.4276598213249797,0.0,0.0,0.0,446.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,460.0,,,,448.0,446.0,2.0,0.004464285714285714,1.0
JMISMDL,JMISMDL.csv,7176354,154992,True,154991,0,True,True,2484.0,0.0,0.0,2013-06-19,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154991.0,0.0,0.0,0.0,0.0,2015-10-15 10:42:00,2024-01-31 14:26:00,1944.0,160.0,37.0,2195.0,181.0,0.4836488137630924,0.28252105562343593,0.09177572902441733,5.0,70.0,166.0,261.0,75.0,185.0,1.0,0.0,1.0,1830.0,129520.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,16515.0,322.0,0.6009082652134423,0.8636586845373928,48.0,21.0,94.0,1896.0,199.0,193.0,59.0,3.0,52.0,7.0,0.0,244.0,179.0,65.0,74.0,25.0,48.0,848.0,1935.0,3.0,0.0,0.0,2002.0,1944.0,58.0,0.028971028971028972,3.0
JUTESPINN,JUTESPINN.csv,1407934,31790,True,31789,0,True,True,2534.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31789.0,0.0,0.0,0.0,0.0,2015-10-15 12:56:00,2024-01-31 14:23:00,1874.0,65.0,23.0,568.0,99.0,0.2749122513789069,0.16025405315059335,0.3866287815477185,2.0,11.0,40.0,128.0,106.0,427.0,0.0,0.0,2.0,1393.0,29060.0,0.0,0.0,0.0,14.0,14.0,0.0,85.0,0.0,14.0,0.0,11786.0,369.0,0.8584761581537417,0.946957956306554,32.0,29.0,85.0,1842.0,785.0,774.0,94.0,12.0,56.0,7.0,0.0,186.0,123.0,63.0,47.0,35.0,32.0,1109.0,1891.0,2.0,12.0,0.0,2002.0,1874.0,128.0,0.06393606393606394,7.0
KARNAPHULI,KARNAPHULI.csv,5198481,116562,True,116561,0,True,True,2697.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116561.0,0.0,0.0,0.0,0.0,2015-10-15 11:36:00,2024-01-31 14:29:00,1983.0,144.0,37.0,1057.0,181.0,0.5228577911990085,0.17018101206165231,0.15575415873902496,8.0,36.0,149.0,261.0,47.0,102.0,1.0,0.0,2.0,1133.0,94714.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,4.0,0.0,31460.0,370.0,0.784837889383344,0.8228222935100645,46.0,44.0,99.0,1937.0,657.0,647.0,106.0,5.0,79.0,5.0,0.0,250.0,182.0,68.0,69.0,25.0,46.0,1109.0,1976.0,3.0,1.0,0.0,2002.0,1983.0,19.0,0.00949050949050949,6.0
KAY&QUE,KAY&QUE.csv,43,1,True,0,0,True,True,2620.0,0.0,0.0,2012-10-01,2024-02-20,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,,,,,,,,
KBPPWBIL,KBPPWBIL.csv,7121905,159206,True,159205,0,True,True,2176.0,0.0,0.0,2014-11-18,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159205.0,0.0,0.0,0.0,0.0,2015-10-15 10:44:00,2024-01-31 14:28:00,1962.0,209.0,37.0,1437.0,182.0,0.4200250567592834,0.3259668156929084,0.1008311975731829,13.0,72.0,168.9000000000001,267.0,68.0,131.0,0.0,0.0,2.0,1186.0,137968.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,5.0,2.0,43890.0,358.0,0.6757803599908863,0.9392360057234531,48.0,39.0,84.0,1914.0,388.0,386.0,150.0,4.0,175.0,5.0,0.0,257.0,194.0,63.0,73.0,30.0,48.0,331.0,1958.0,2.0,3.0,0.0,2002.0,1962.0,40.0,0.01998001998001998,3.0
KBSEED,KBSEED.csv,255850,5913,True,5912,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5912.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:24:00,317.0,0.0,0.0,133.0,16.0,0.08310991957104558,0.437354781054513,0.3546023235031278,4.0,13.0,36.0,275.0,12.0,48.0,412.0,0.0,52.0,830.0,5883.0,0.0,0.0,0.0,17.0,15.0,2.0,54.0,4.0,10.0,1.0,5912.0,317.0,0.9950947225981055,,313.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,-516.0,18.0,0.0,0.0,10.0,351.0,317.0,34.0,0.09686609686609686,4.0
KDSALTD,KDSALTD.csv,6421938,144999,True,144998,0,True,True,1881.0,0.0,0.0,2015-10-15,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144998.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:20:00,1885.0,238.0,35.0,2463.0,228.0,0.3954986618965433,0.3452586417725853,0.09963455451286746,5.0,72.0,142.0,255.0,104.0,188.0,0.0,0.0,1.0,1342.0,125893.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17601.0,267.0,0.6526333731038009,0.8980274260775372,46.0,18.0,89.0,1839.0,286.0,285.0,77.0,2.0,78.0,2.0,0.0,265.0,192.0,73.0,79.0,28.0,46.0,0.0,1881.0,1.0,0.0,0.0,2002.0,1885.0,117.0,0.05844155844155844,11.0
KEYACOSMET,KEYACOSMET.csv,8802599,205848,True,205847,0,True,True,2702.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205847.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:29:00,1998.0,254.0,37.0,3007.0,214.0,0.45670569882609185,0.35590069119789647,0.05581091886641583,21.0,102.0,190.29999999999995,278.0,32.0,53.0,0.0,0.0,2.0,1528.0,183218.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,28366.0,371.0,0.8673059296340689,0.8937069320096236,55.0,23.0,48.0,1943.0,314.0,312.0,174.0,2.0,193.0,4.0,0.0,269.0,193.0,76.0,71.0,25.0,55.0,1109.0,1982.0,3.0,3.0,1.0,2002.0,1998.0,4.0,0.001998001998001998,1.0
KFL,KFL.csv,452760,10214,True,10213,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10213.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:20:00,316.0,0.0,0.0,110.0,16.0,0.05557239567545721,0.42709912094574115,0.33929473577851876,10.5,29.0,53.0,275.0,11.0,14.0,412.0,0.0,46.0,665.0,10155.0,0.0,0.0,0.0,8.0,6.0,2.0,31.0,4.0,5.0,0.0,10213.0,316.0,0.9943209634779203,,312.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,-516.0,18.0,0.0,0.0,5.0,351.0,316.0,35.0,0.09971509971509972,8.0
KOHINOOR,KOHINOOR.csv,4064509,89868,True,89867,0,True,True,2473.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89867.0,0.0,0.0,0.0,0.0,2015-10-15 13:39:00,2024-01-31 14:29:00,1923.0,142.0,34.0,1763.0,164.0,0.4335827344673883,0.2021286273082871,0.18908623669607932,4.0,31.0,113.79999999999995,242.0,86.0,201.0,0.0,0.0,2.0,2334.0,74248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,39887.0,369.0,0.7185549176423396,0.9121048419367747,44.0,28.0,100.0,1879.0,278.0,274.0,56.0,6.0,41.0,4.0,0.0,229.0,171.0,58.0,67.0,30.0,44.0,1109.0,1923.0,8.0,0.0,0.0,2002.0,1923.0,79.0,0.039460539460539464,4.0
KPCL,KPCL.csv,7965774,177598,True,177597,0,True,True,2631.0,0.0,0.0,2012-10-01,2024-02-19,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177597.0,0.0,0.0,0.0,0.0,2015-10-15 11:04:00,2024-01-30 14:01:00,1916.0,224.0,37.0,1726.0,216.0,0.5005037539631492,0.310836117736124,0.060427707037186716,3.0,87.0,190.0,284.0,110.0,247.0,1.0,0.0,1.0,885.0,156724.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4227.0,297.0,0.9354151880766501,0.8811789813693257,47.0,63.0,93.0,1869.0,121.0,118.0,66.0,3.0,50.0,2.0,0.0,250.0,188.0,62.0,73.0,30.0,47.0,1109.0,1911.0,1.0,1.0,0.0,2001.0,1916.0,85.0,0.04247876061969016,8.0
KPPL,KPPL.csv,4827023,109469,True,109468,0,True,True,2208.0,0.0,0.0,2014-08-18,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109468.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:28:00,1935.0,171.0,37.0,1175.0,205.0,0.4629276594161792,0.2098704583709187,0.16541898765960217,3.0,38.0,137.60000000000014,267.0,89.0,240.0,1.0,0.0,2.0,1424.0,94048.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,6.0,1.0,33705.0,334.0,0.7064233793205755,0.9270752214141468,46.0,63.0,98.0,1889.0,444.0,439.0,135.0,5.0,124.0,3.0,0.0,251.0,190.0,61.0,76.0,27.0,46.0,423.0,1930.0,4.0,2.0,0.0,2002.0,1935.0,67.0,0.033466533466533464,7.0
KTL,KTL.csv,4823982,107175,True,107174,0,True,True,1127.0,0.0,0.0,2018-11-12,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107174.0,0.0,0.0,0.0,0.0,2018-11-12 10:30:00,2024-01-31 14:28:00,1100.0,0.0,0.0,1175.0,26.0,0.6462846691932047,0.1727944642419443,0.05473537341855686,2.0,100.0,192.0,269.0,108.0,207.0,0.0,0.0,1.0,978.0,91691.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,7736.0,259.0,0.781670113753878,0.8612803958245339,1.0,10.0,9.0,1099.0,159.0,158.0,46.0,1.0,49.0,0.0,0.0,74.0,48.0,26.0,7.0,14.0,1.0,0.0,1127.0,1.0,3.0,0.0,1217.0,1100.0,117.0,0.0961380443714051,12.0
LANKABAFIN,LANKABAFIN.csv,9953288,219698,True,219697,0,True,True,2683.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219697.0,0.0,0.0,0.0,0.0,2015-10-15 10:40:00,2024-01-31 14:29:00,1968.0,269.0,37.0,2527.0,212.0,0.5368600416113609,0.3310169981950039,0.03191122909672115,4.0,109.0,229.0,284.0,80.0,211.0,1.0,0.0,1.0,725.0,177458.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,11010.0,349.0,0.8107175295186194,0.8075826476972691,47.0,24.0,48.0,1921.0,138.0,134.0,103.0,3.0,75.0,2.0,0.0,251.0,193.0,58.0,76.0,28.0,47.0,1109.0,1963.0,2.0,2.0,0.0,2002.0,1968.0,34.0,0.016983016983016984,3.0
LEGACYFOOT,LEGACYFOOT.csv,7827825,173103,True,173102,0,True,True,2639.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173102.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:24:00,1921.0,193.0,37.0,1158.0,184.0,0.5313148071339693,0.27095296791115836,0.07353619852670565,6.0,83.0,187.0,263.0,59.0,154.0,1.0,0.0,1.0,1386.0,146142.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,1.0,2.0,0.0,44360.0,346.0,0.6761496844003607,0.902176445915086,47.0,79.0,95.0,1874.0,268.0,264.0,108.0,2.0,113.0,5.0,0.0,247.0,184.0,63.0,73.0,30.0,47.0,1109.0,1918.0,2.0,0.0,0.0,2002.0,1921.0,81.0,0.040459540459540456,29.0
LHBL,LHBL.csv,12270728,273144,True,273143,0,True,True,2702.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273143.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:29:00,1985.0,265.0,35.0,3590.0,218.0,0.6020106358654363,0.28349523156241013,0.02546485812699607,63.0,115.0,243.0,284.0,28.0,47.0,0.0,0.0,2.0,1135.0,205196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,60891.0,368.0,0.7234895140496953,0.7592013267248365,44.0,19.0,95.0,1941.0,146.0,142.0,77.0,4.0,45.0,3.0,0.0,259.0,201.0,58.0,68.0,28.0,44.0,1109.0,1983.0,1.0,2.0,0.0,2002.0,1985.0,17.0,0.008491508491508492,4.0
LIBRAINFU,LIBRAINFU.csv,5420543,119967,True,119966,0,True,True,2538.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119966.0,0.0,0.0,0.0,0.0,2015-10-15 14:05:00,2024-01-31 14:26:00,1959.0,223.0,37.0,1045.0,169.0,0.41611090867490913,0.2573152440109485,0.15508402043946545,12.0,52.0,124.20000000000005,229.0,41.0,106.0,2.0,0.0,1.0,3457.0,103664.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,10.0,1.0,27298.0,341.0,0.7128361052091728,0.9086739759140157,48.0,45.0,100.0,1911.0,378.0,372.0,74.0,1.0,97.0,4.0,0.0,237.0,174.0,63.0,65.0,31.0,48.0,1109.0,1956.0,3.0,7.0,0.0,2002.0,1959.0,43.0,0.02147852147852148,9.0
LINDEBD,LINDEBD.csv,4279682,89056,True,89055,0,True,True,2656.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89055.0,0.0,0.0,0.0,0.0,2015-10-15 11:24:00,2024-01-31 14:28:00,1965.0,210.0,35.0,1262.0,178.0,0.37181077046733263,0.2571362957859685,0.19440808359168676,4.0,34.0,102.0,252.0,77.0,228.0,1.0,0.0,2.0,3046.0,75824.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5711.0,347.0,0.882507441779023,0.8492992896909196,45.0,23.0,99.0,1920.0,197.0,194.0,29.0,1.0,20.0,3.0,0.0,248.0,172.0,76.0,70.0,26.0,45.0,1109.0,1960.0,0.0,1.0,0.0,2002.0,1965.0,37.0,0.01848151848151848,4.0
LOVELLO,LOVELLO.csv,3485420,77570,True,77569,0,True,True,712.0,0.0,0.0,2021-02-10,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77569.0,0.0,0.0,0.0,0.0,2021-02-10 10:29:00,2024-01-31 14:25:00,697.0,0.0,0.0,2017.0,22.0,0.7316838380684775,0.13741024039962535,0.03663232386304506,2.0,125.0,224.0,280.0,44.0,134.0,0.0,0.0,0.0,639.0,55496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19132.0,348.0,0.7619172067739912,0.7002241730410528,0.0,11.0,1.0,697.0,27.0,27.0,7.0,0.0,5.0,1.0,0.0,39.0,25.0,14.0,4.0,1.0,0.0,0.0,712.0,1.0,0.0,0.0,722.0,697.0,25.0,0.03462603878116344,2.0
LRBDL,LRBDL.csv,3721342,82891,True,82890,0,True,True,709.0,0.0,0.0,2021-03-09,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82890.0,0.0,0.0,0.0,0.0,2021-03-09 10:22:00,2024-01-31 14:24:00,695.0,0.0,0.0,1637.0,28.0,0.7486708437252875,0.11613845124399294,0.04623152259869822,4.0,119.0,243.0,271.0,18.0,74.0,0.0,0.0,0.0,635.0,54659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30652.0,364.0,0.7287942059245727,0.6187066886174816,0.0,1.0,0.0,695.0,20.0,20.0,7.0,0.0,4.0,3.0,0.0,26.0,19.0,7.0,4.0,0.0,0.0,0.0,709.0,1.0,0.0,0.0,704.0,695.0,9.0,0.01278409090909091,1.0
LRGLOBMF1,LRGLOBMF1.csv,1531230,37343,True,37342,0,True,True,2544.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37342.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:25:00,1839.0,146.0,37.0,801.0,173.0,0.24792271075683744,0.173393797707236,0.3795735571641833,2.0,12.0,49.200000000000045,228.0,173.0,454.0,2.0,0.0,2.0,790.0,36337.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,3290.0,302.0,0.9884498480243161,0.9716022553741337,47.0,100.0,109.0,1792.0,485.0,474.0,70.0,7.0,60.0,8.0,0.0,269.0,181.0,88.0,76.0,30.0,47.0,1109.0,1836.0,,,,2002.0,1839.0,163.0,0.08141858141858142,11.0
MAKSONSPIN,MAKSONSPIN.csv,6854541,156630,True,156629,0,True,True,2650.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156629.0,0.0,0.0,0.0,0.0,2015-10-15 10:48:00,2024-01-31 14:27:00,1934.0,160.0,37.0,3005.0,202.0,0.5394098063932253,0.21671676524774555,0.10558841591518794,4.0,57.5,205.0,272.0,110.0,216.0,1.0,0.0,2.0,901.0,129991.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,19179.0,319.0,0.6943010584493456,0.8488541287740997,47.0,50.0,99.0,1887.0,351.0,348.0,122.0,0.0,79.0,4.0,0.0,253.0,193.0,60.0,70.0,29.0,47.0,1109.0,1930.0,1.0,1.0,0.0,2002.0,1934.0,68.0,0.03396603396603397,5.0
MALEKSPIN,MALEKSPIN.csv,5855055,130091,True,130090,0,True,True,2664.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130090.0,0.0,0.0,0.0,0.0,2015-10-15 10:44:00,2024-01-31 14:29:00,1949.0,168.0,37.0,2890.0,195.0,0.5088223129209231,0.21750259479791792,0.13158161712488586,4.0,42.0,178.0,275.0,88.0,214.0,2.0,0.0,2.0,1695.0,107336.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,22364.0,340.0,0.6607494187086389,0.8592076193305237,48.0,93.0,88.0,1901.0,517.0,516.0,103.0,4.0,104.0,5.0,0.0,249.0,183.0,66.0,65.0,28.0,48.0,1109.0,1943.0,1.0,1.0,0.0,2002.0,1949.0,53.0,0.026473526473526472,6.0
MAMUNAGRO,MAMUNAGRO.csv,338353,7678,True,7677,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7677.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:17:00,315.0,0.0,0.0,99.0,15.0,0.06873132301005162,0.4068187992393371,0.3463732681336593,3.0,19.0,47.0,275.0,17.0,48.0,412.0,0.0,30.0,711.0,7547.0,0.0,0.0,0.0,23.0,21.0,2.0,41.0,4.0,12.0,2.0,7677.0,315.0,0.9830663019408623,,311.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,-516.0,18.0,0.0,0.0,12.0,351.0,315.0,36.0,0.10256410256410256,4.0
MARICO,MARICO.csv,2970838,63112,True,63111,0,True,True,2667.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63111.0,0.0,0.0,0.0,0.0,2015-10-15 11:00:00,2024-01-31 14:27:00,1966.0,123.0,37.0,662.0,164.0,0.3133862131000082,0.19743233297898438,0.2892468721890588,6.0,24.0,70.0,235.0,42.0,138.0,3.0,0.0,2.0,4319.0,56765.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,9997.0,369.0,0.8939681904571372,0.9004782166660391,46.0,23.0,96.0,1920.0,231.0,223.0,37.0,1.0,22.0,3.0,0.0,214.0,151.0,63.0,53.0,26.0,46.0,1109.0,1960.0,1.0,0.0,0.0,2002.0,1966.0,36.0,0.017982017982017984,2.0
MASTERAGRO,MASTERAGRO.csv,426149,9642,True,9641,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9641.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:21:00,320.0,0.0,0.0,149.0,16.0,0.054822443943782856,0.4314987662267997,0.3437399420663019,10.900000000000002,24.0,52.10000000000002,275.0,10.0,16.0,424.0,0.0,282.0,544.0,9570.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,4.0,7.0,1.0,9641.0,320.0,0.9926356187117519,,316.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,-516.0,18.0,0.0,0.0,7.0,351.0,320.0,31.0,0.08831908831908832,4.0
MATINSPINN,MATINSPINN.csv,3070123,69422,True,69421,0,True,True,2211.0,0.0,0.0,2014-04-08,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69421.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:29:00,1849.0,135.0,37.0,2063.0,191.0,0.4467974900846505,0.2162286154028296,0.18334517255668029,2.0,14.0,121.20000000000005,272.0,148.0,395.0,2.0,0.0,2.0,785.0,56764.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,2.0,1.0,1.0,11938.0,249.0,0.7300217791924946,0.8358819129133831,46.0,62.0,106.0,1803.0,459.0,451.0,59.0,4.0,36.0,4.0,0.0,238.0,182.0,56.0,69.0,32.0,46.0,555.0,1849.0,1.0,0.0,0.0,2002.0,1849.0,153.0,0.07642357642357642,8.0
MBL1STMF,MBL1STMF.csv,1463916,35392,True,35391,0,True,True,2509.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35391.0,0.0,0.0,0.0,0.0,2015-10-15 10:46:00,2024-01-31 14:06:00,1789.0,143.0,37.0,514.0,190.0,0.3019165525861556,0.16677578715552646,0.3493244449735135,1.0,10.0,52.0,192.0,191.0,527.0,2.0,0.0,1.0,503.0,33827.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,2261.0,269.0,0.9893852277753207,0.9535164503471174,46.0,136.0,105.0,1743.0,437.0,426.0,58.0,7.0,54.0,6.0,0.0,266.0,183.0,83.0,70.0,29.0,46.0,1109.0,1786.0,2.0,0.0,0.0,2002.0,1789.0,213.0,0.1063936063936064,7.0
