symbol,file,file_bytes,lines_physical,header_ok,rows_raw,rows_skipped_by_parser,daily_file_present,daily_header_ok,daily_rows,daily_date_unparseable,daily_date_duplicates,daily_first,daily_last,status,ts_unparseable,nonnumeric_closing,nonnumeric_opening,nonnumeric_high,nonnumeric_low,nonnumeric_volume,seconds_nonzero,rows_unusable,rows_usable,non_monotonic_rows,duplicate_ts_rows,duplicate_ts_distinct,duplicate_ts_conflicting_prices,first_ts,last_ts,days,rows_fri_sat,days_fri_sat,rows_outside_strict_session,rows_outside_loose_session,gap_1min_share,gap_2min_share,gap_gt5min_share,rows_per_day_p10,rows_per_day_median,rows_per_day_p90,rows_per_day_max,days_with_1_row,days_with_lt5_rows,rows_nonpositive_price,rows_negative_volume,rows_zero_volume,rows_volume_1,rows_ohlc_equal,rows_off_tick_grid,rows_ohlc_violation,rows_high_lt_low,rows_minute_jump_ge10pct,rows_minute_jump_ge10pct_finite,rows_minute_jump_through_zero,rows_spike_and_revert,days_gap_zero_endpoint,days_gap_beyond_band,days_gap_gt20pct,rows_floor_era,days_floor_era,ohlc_equal_share_floor,ohlc_equal_share_nonfloor,days_not_in_daily_file,rows_snapshot_prev_session,rows_snapshot_same_day_multirow,xcheck_days,xcheck_close_mismatch,xcheck_close_within_day_range,xcheck_high_mismatch,xcheck_high_minute_above_daily,xcheck_low_mismatch,xcheck_low_minute_below_daily,xcheck_volume_untestable_daily_zero,xcheck_volume_mismatch_5pct,xcheck_volume_minute_gt_daily,xcheck_volume_minute_lt_daily,xcheck_volume_minute_gt_2x_daily,xcheck_days_in_daily_not_minute,xcheck_days_in_minute_not_daily,minute_start_vs_daily_start_days,daily_rows_in_minute_era,days_gap_beyond_band_daily_agrees,days_gap_beyond_band_daily_disagrees,days_gap_beyond_band_daily_untestable,calendar_days_in_span,days_present,days_missing,missing_share,longest_missing_run
ANWARGALV,ANWARGALV.csv,6403222,141823,True,141822,0,True,True,2680.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141822.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 13:07:00,1964.0,181.0,37.0,2251.0,169.0,0.4092865620843999,0.29990418853408457,0.11818415821762072,8.0,67.0,133.0,267.0,61.0,155.0,3.0,0.0,2.0,1840.0,118794.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,2.0,20068.0,354.0,0.6408710384692047,0.8700576572432939,47.0,20.0,90.0,1917.0,294.0,290.0,73.0,1.0,72.0,7.0,0.0,268.0,185.0,83.0,68.0,28.0,47.0,1109.0,1959.0,3.0,0.0,0.0,2002.0,1964.0,38.0,0.01898101898101898,8.0
AOL,AOL.csv,2899796,64989,True,64988,0,True,True,774.0,0.0,0.0,2020-10-25,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64988.0,0.0,0.0,0.0,0.0,2020-10-25 10:08:00,2024-01-31 14:28:00,759.0,0.0,0.0,1070.0,24.0,0.6782605987949368,0.13632471313581093,0.07199240218592848,2.0,65.0,209.20000000000005,270.0,57.0,162.0,0.0,0.0,0.0,710.0,45238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12145.0,336.0,0.7491148620831618,0.6839127225933426,0.0,10.0,0.0,759.0,58.0,58.0,10.0,0.0,10.0,1.0,0.0,44.0,31.0,13.0,4.0,1.0,0.0,0.0,774.0,1.0,0.0,0.0,797.0,759.0,38.0,0.04767879548306148,8.0
AOPLC,AOPLC.csv,22984,523,True,522,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,2024-01-10 10:02:00,2024-01-31 14:19:00,14.0,0.0,0.0,0.0,0.0,0.07283464566929133,0.3484251968503937,0.3779527559055118,15.8,37.5,55.2,58.0,0.0,0.0,0.0,0.0,0.0,24.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,14.0,0.9693486590038314,,10.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-18.0,18.0,,,,16.0,14.0,2.0,0.125,2.0
APEXFOODS,APEXFOODS.csv,7128901,153455,True,153454,0,True,True,2680.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153454.0,0.0,0.0,0.0,0.0,2015-10-15 10:44:00,2024-01-31 14:27:00,1961.0,202.0,37.0,2270.0,178.0,0.44625824295512007,0.28147175117002105,0.11281049289406112,23.0,67.0,158.0,256.0,41.0,87.0,0.0,0.0,2.0,2087.0,126025.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,55290.0,369.0,0.6772653282691264,0.9023572796544558,47.0,9.0,89.0,1914.0,310.0,307.0,72.0,2.0,83.0,1.0,0.0,241.0,191.0,50.0,71.0,31.0,47.0,1109.0,1959.0,1.0,2.0,0.0,2002.0,1961.0,41.0,0.02047952047952048,7.0
APEXFOOT,APEXFOOT.csv,4806813,104332,True,104331,0,True,True,2678.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104331.0,0.0,0.0,0.0,0.0,2015-10-15 11:18:00,2024-01-31 14:29:00,1962.0,166.0,37.0,1585.0,154.0,0.4414422334886538,0.22949330363684317,0.16923091951665054,9.0,33.0,133.0,250.0,61.0,122.0,0.0,0.0,2.0,2550.0,86326.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,45231.0,369.0,0.7342309478012867,0.8987478849407784,47.0,7.0,89.0,1915.0,310.0,308.0,59.0,3.0,43.0,3.0,0.0,230.0,171.0,59.0,65.0,29.0,47.0,1109.0,1958.0,1.0,2.0,0.0,2002.0,1962.0,40.0,0.01998001998001998,7.0
APEXSPINN,APEXSPINN.csv,4394985,94693,True,94692,0,True,True,2632.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94692.0,0.0,0.0,0.0,0.0,2015-10-15 11:18:00,2024-01-31 14:27:00,1929.0,191.0,37.0,1518.0,166.0,0.31565387061651734,0.2955919924970085,0.19368713819087352,4.800000000000011,42.0,96.0,263.0,108.0,193.0,1.0,0.0,2.0,1816.0,84455.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,24936.0,361.0,0.8124799486685916,0.920279259131831,47.0,23.0,91.0,1882.0,323.0,320.0,73.0,1.0,83.0,3.0,0.0,251.0,191.0,60.0,72.0,30.0,47.0,1109.0,1926.0,1.0,0.0,0.0,2002.0,1929.0,73.0,0.036463536463536464,7.0
APEXTANRY,APEXTANRY.csv,3756914,80458,True,80457,0,True,True,2649.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80457.0,0.0,0.0,0.0,0.0,2015-10-15 10:42:00,2024-01-31 14:16:00,1928.0,227.0,37.0,1054.0,165.0,0.26134294337123865,0.2970240293394797,0.23877803104585568,5.0,36.0,83.0,190.0,80.0,180.0,1.0,0.0,1.0,1339.0,74507.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,14311.0,348.0,0.8820487736706031,0.9355667765246576,42.0,29.0,93.0,1886.0,313.0,310.0,66.0,3.0,43.0,2.0,0.0,239.0,176.0,63.0,70.0,28.0,42.0,1109.0,1928.0,1.0,1.0,0.0,2002.0,1928.0,74.0,0.03696303696303696,7.0
APEXWEAV,APEXWEAV.csv,383101,8705,True,8704,0,True,True,22.0,0.0,0.0,2014-09-29,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8704.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:02:00,320.0,0.0,0.0,198.0,15.0,0.060353053435114504,0.4462070610687023,0.34553912213740456,6.0,21.5,47.10000000000002,275.0,11.0,23.0,407.0,0.0,38.0,622.0,8673.0,0.0,0.0,0.0,14.0,12.0,2.0,39.0,4.0,5.0,1.0,8704.0,320.0,0.9964384191176471,,316.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,2892.0,18.0,0.0,0.0,5.0,351.0,320.0,31.0,0.08831908831908832,4.0
APOLOISPAT,APOLOISPAT.csv,7315250,169309,True,169308,0,True,True,2362.0,0.0,0.0,2013-12-24,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169308.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:26:00,1936.0,238.0,37.0,1815.0,196.0,0.39274191621059673,0.38192170733456016,0.06824916951461416,3.0,87.0,157.0,271.0,102.0,237.0,0.0,0.0,2.0,1124.0,154368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6415.0,309.0,0.915510522213562,0.9116106892254424,47.0,42.0,63.0,1889.0,303.0,299.0,148.0,6.0,150.0,1.0,0.0,268.0,195.0,73.0,71.0,29.0,47.0,660.0,1932.0,1.0,2.0,0.0,2002.0,1936.0,66.0,0.03296703296703297,4.0
APSCLBOND,APSCLBOND.csv,44867,1025,True,1024,0,True,True,303.0,0.0,0.0,2020-10-29,2024-02-19,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,2020-10-29 11:21:00,2023-09-07 10:15:00,298.0,0.0,0.0,2.0,0.0,0.2713498622589532,0.06060606060606061,0.6101928374655647,1.0,2.0,8.0,29.0,120.0,235.0,0.0,0.0,0.0,629.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,0.9857142857142858,0.9633123689727463,0.0,8.0,6.0,298.0,30.0,30.0,6.0,3.0,2.0,1.0,0.0,21.0,16.0,5.0,2.0,3.0,0.0,0.0,303.0,,,,695.0,298.0,397.0,0.5712230215827339,54.0
ARAMIT,ARAMIT.csv,4409533,97318,True,97317,0,True,True,2691.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97317.0,0.0,0.0,0.0,0.0,2015-10-15 11:08:00,2024-01-31 14:04:00,1985.0,211.0,37.0,1442.0,157.0,0.33773549280409515,0.26382536818696767,0.2072021986321487,13.0,41.0,99.60000000000014,207.0,33.0,63.0,1.0,0.0,2.0,1951.0,86671.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,22372.0,369.0,0.7908993384587878,0.9203682700647141,47.0,7.0,92.0,1938.0,458.0,450.0,71.0,4.0,71.0,5.0,0.0,236.0,177.0,59.0,65.0,26.0,47.0,1109.0,1978.0,1.0,2.0,1.0,2002.0,1985.0,17.0,0.008491508491508492,3.0
ARAMITCEM,ARAMITCEM.csv,4063554,91956,True,91955,0,True,True,2692.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91955.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:24:00,1979.0,148.0,37.0,1182.0,179.0,0.3222859429181115,0.2965679736818707,0.19387392193473815,4.0,35.0,103.0,240.0,86.0,199.0,1.0,0.0,2.0,1805.0,82803.0,0.0,0.0,0.0,9.0,8.0,1.0,29.0,1.0,9.0,3.0,22590.0,365.0,0.8593182824258522,0.9138758739998558,47.0,17.0,92.0,1932.0,570.0,562.0,75.0,5.0,63.0,2.0,0.0,262.0,181.0,81.0,65.0,27.0,47.0,1109.0,1973.0,2.0,7.0,0.0,2002.0,1979.0,23.0,0.011488511488511488,3.0
ARGONDENIM,ARGONDENIM.csv,4989423,110969,True,110968,0,True,True,2511.0,0.0,0.0,2013-02-19,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110968.0,0.0,0.0,0.0,0.0,2015-10-15 11:22:00,2024-01-31 14:24:00,1887.0,151.0,37.0,1323.0,180.0,0.2694878118095727,0.37341975229416674,0.1590011092674251,4.600000000000023,54.0,110.40000000000009,239.0,96.0,189.0,2.0,0.0,1.0,1125.0,104230.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,2.0,0.0,11994.0,292.0,0.9083708520927131,0.9430254410249156,47.0,51.0,93.0,1840.0,280.0,275.0,85.0,4.0,70.0,6.0,0.0,257.0,191.0,66.0,74.0,30.0,47.0,968.0,1884.0,1.0,1.0,0.0,2002.0,1887.0,115.0,0.05744255744255744,9.0
ASIAINS,ASIAINS.csv,5888609,131511,True,131510,0,True,True,2692.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131510.0,0.0,0.0,0.0,0.0,2015-10-15 12:31:00,2024-01-31 14:19:00,1978.0,116.0,37.0,1951.0,156.0,0.5909813791186734,0.16205262020195782,0.1083747645369484,4.0,39.0,169.29999999999995,274.0,60.0,208.0,4.0,0.0,2.0,1528.0,101761.0,0.0,0.0,0.0,12.0,8.0,4.0,21.0,4.0,5.0,0.0,37973.0,368.0,0.7519816711874227,0.7826421629943231,46.0,39.0,100.0,1932.0,613.0,597.0,105.0,5.0,72.0,10.0,0.0,235.0,175.0,60.0,62.0,25.0,46.0,1109.0,1971.0,1.0,4.0,0.0,2002.0,1978.0,24.0,0.011988011988011988,2.0
ASIAPACINS,ASIAPACINS.csv,4286308,96866,True,96865,0,True,True,2667.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96865.0,0.0,0.0,0.0,0.0,2015-10-15 12:40:00,2024-01-31 14:25:00,1955.0,104.0,35.0,922.0,167.0,0.5316826467179433,0.1572331682646718,0.158276261721631,3.0,28.0,136.0,258.0,71.0,269.0,2.0,0.0,2.0,1528.0,76239.0,0.0,0.0,0.0,4.0,2.0,2.0,20.0,1.0,5.0,1.0,25330.0,370.0,0.8136202131859456,0.7776612846858181,46.0,75.0,111.0,1909.0,612.0,597.0,80.0,8.0,81.0,7.0,0.0,231.0,168.0,63.0,58.0,25.0,46.0,1109.0,1948.0,1.0,4.0,0.0,2002.0,1955.0,47.0,0.023476523476523476,6.0
ATCSLGF,ATCSLGF.csv,2776840,64245,True,64244,0,True,True,1930.0,0.0,0.0,2015-03-31,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64244.0,0.0,0.0,0.0,0.0,2015-10-15 11:18:00,2024-01-31 14:28:00,1806.0,180.0,38.0,634.0,208.0,0.37888785675389985,0.19201447836253563,0.2427207790127807,3.0,21.0,94.0,240.0,113.0,236.0,2.0,0.0,1.0,1137.0,60172.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,5953.0,183.0,0.8651100285570301,0.9439193014358992,48.0,114.0,126.0,1758.0,571.0,558.0,100.0,3.0,79.0,6.0,0.0,244.0,177.0,67.0,75.0,29.0,48.0,198.0,1801.0,1.0,0.0,0.0,2002.0,1806.0,197.0,0.0984015984015984,34.0
ATLASBANG,ATLASBANG.csv,2884838,61838,True,61837,0,True,True,2462.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61837.0,0.0,0.0,0.0,0.0,2015-10-15 11:44:00,2024-01-31 14:11:00,1743.0,185.0,37.0,770.0,173.0,0.20436316437581123,0.34722268446101107,0.25255433154724266,2.0,29.0,76.0,196.0,129.0,228.0,3.0,0.0,1.0,815.0,59438.0,0.0,0.0,0.0,5.0,2.0,3.0,7.0,3.0,4.0,1.0,2311.0,167.0,0.8818693206404155,0.9642845143298726,47.0,12.0,89.0,1696.0,458.0,454.0,74.0,4.0,59.0,6.0,0.0,240.0,184.0,56.0,68.0,31.0,47.0,1109.0,1741.0,1.0,3.0,0.0,2002.0,1743.0,259.0,0.12937062937062938,19.0
AZIZPIPES,AZIZPIPES.csv,5854407,128098,True,128097,0,True,True,2677.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128097.0,0.0,0.0,0.0,0.0,2015-10-15 10:44:00,2024-01-31 14:29:00,1972.0,113.0,35.0,1454.0,154.0,0.49890188305252725,0.20670763131813677,0.12582755203171456,5.0,54.0,145.0,241.0,57.0,169.0,625.0,0.0,1.0,1791.0,103917.0,0.0,0.0,0.0,14.0,6.0,8.0,9.0,6.0,5.0,0.0,39786.0,368.0,0.7097220127683105,0.8569713852181495,43.0,60.0,116.0,1929.0,408.0,395.0,111.0,9.0,82.0,15.0,0.0,238.0,165.0,73.0,58.0,28.0,43.0,1109.0,1971.0,1.0,4.0,0.0,2002.0,1972.0,30.0,0.014985014985014986,3.0
BANGAS,BANGAS.csv,6940176,148739,True,148738,0,True,True,2698.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148738.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:24:00,1985.0,184.0,37.0,1435.0,182.0,0.46622556268014964,0.24941227777285643,0.1190435629936015,13.400000000000006,67.0,148.0,237.0,44.0,96.0,0.0,0.0,2.0,2146.0,126930.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,5.0,0.0,34179.0,364.0,0.7761198396676322,0.8764304856013059,47.0,7.0,91.0,1938.0,282.0,279.0,78.0,6.0,59.0,1.0,0.0,253.0,186.0,67.0,69.0,27.0,47.0,1109.0,1979.0,3.0,2.0,0.0,2002.0,1985.0,17.0,0.008491508491508492,2.0
BANKASIA,BANKASIA.csv,2725843,60699,True,60698,0,True,True,2660.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60698.0,0.0,0.0,0.0,0.0,2015-10-15 10:50:00,2024-01-31 14:16:00,1945.0,130.0,35.0,602.0,126.0,0.1640597075893997,0.2850748046908243,0.33365104760607966,3.0,27.0,62.0,153.0,95.0,258.0,1.0,0.0,2.0,610.0,59377.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2197.0,325.0,0.9899863450159309,0.9777952513632245,46.0,54.0,73.0,1899.0,590.0,584.0,120.0,5.0,81.0,5.0,0.0,252.0,174.0,78.0,70.0,28.0,46.0,1109.0,1941.0,2.0,1.0,0.0,2002.0,1945.0,57.0,0.028471528471528472,4.0
BARKAPOWER,BARKAPOWER.csv,6827004,151969,True,151968,0,True,True,2613.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151968.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:29:00,1897.0,226.0,37.0,1831.0,234.0,0.3913347682097141,0.34752883635079396,0.09280274003638278,3.0,75.0,152.0,278.0,115.0,214.0,0.0,0.0,1.0,799.0,136455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7301.0,274.0,0.8898780988905629,0.8983251190665459,47.0,53.0,110.0,1850.0,201.0,196.0,73.0,6.0,38.0,0.0,0.0,266.0,192.0,74.0,72.0,29.0,47.0,1109.0,1893.0,2.0,1.0,0.0,2002.0,1897.0,105.0,0.05244755244755245,5.0
BATASHOE,BATASHOE.csv,2059740,45374,True,45373,0,True,True,2674.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45373.0,0.0,0.0,0.0,0.0,2015-10-15 12:22:00,2024-01-31 14:02:00,1972.0,104.0,37.0,515.0,154.0,0.2595562314232391,0.18451187760650675,0.3641851570240317,5.0,16.0,47.0,198.0,52.0,196.0,2.0,0.0,2.0,2080.0,42304.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,5566.0,363.0,0.8810636004311894,0.9395332479212198,48.0,17.0,100.0,1924.0,264.0,263.0,30.0,4.0,14.0,5.0,0.0,233.0,171.0,62.0,61.0,28.0,48.0,1109.0,1966.0,2.0,0.0,0.0,2002.0,1972.0,30.0,0.014985014985014986,3.0
BATBC,BATBC.csv,8609358,181265,True,181264,0,True,True,2676.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181264.0,0.0,0.0,0.0,0.0,2015-10-15 11:58:00,2024-01-31 14:09:00,1978.0,108.0,37.0,2786.0,173.0,0.7811541336189106,0.10252892027263702,0.05950827169996542,6.0,28.0,255.0,285.0,51.0,146.0,1.0,0.0,1.0,3932.0,107010.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,3.0,20128.0,369.0,0.8663056438791733,0.5558844702611458,47.0,13.0,98.0,1931.0,157.0,156.0,25.0,3.0,25.0,1.0,0.0,221.0,154.0,67.0,56.0,26.0,47.0,1109.0,1971.0,5.0,0.0,0.0,2002.0,1978.0,24.0,0.011988011988011988,3.0
BAYLEASING,BAYLEASING.csv,4774335,106215,True,106214,0,True,True,2530.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106214.0,0.0,0.0,0.0,0.0,2015-10-15 10:42:00,2024-01-31 14:29:00,1809.0,175.0,37.0,1845.0,187.0,0.43597528853982087,0.25849336717590154,0.14233992624874287,3.0,37.0,149.0,271.0,114.0,210.0,2.0,0.0,2.0,990.0,91768.0,0.0,0.0,0.0,4.0,1.0,3.0,8.0,1.0,2.0,1.0,7189.0,197.0,0.8202809848379469,0.8671648573592527,46.0,36.0,89.0,1763.0,478.0,474.0,88.0,2.0,93.0,6.0,0.0,266.0,186.0,80.0,71.0,32.0,46.0,1109.0,1809.0,1.0,1.0,0.0,2002.0,1809.0,193.0,0.0964035964035964,19.0
BBS,BBS.csv,7108626,157768,True,157767,0,True,True,2438.0,0.0,0.0,2013-10-08,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157767.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:22:00,1968.0,223.0,37.0,2981.0,188.0,0.3983594246432904,0.36428988632789683,0.0870544740338513,4.0,75.0,154.0,274.0,74.0,211.0,0.0,0.0,2.0,1011.0,139858.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,22024.0,349.0,0.6615964402470033,0.9229720869584436,47.0,59.0,81.0,1921.0,273.0,270.0,89.0,3.0,72.0,4.0,0.0,258.0,184.0,74.0,76.0,25.0,47.0,737.0,1960.0,1.0,1.0,0.0,2002.0,1968.0,34.0,0.016983016983016984,3.0
BBSCABLES,BBSCABLES.csv,7442876,164283,True,164282,0,True,True,1514.0,0.0,0.0,2017-07-31,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164282.0,0.0,0.0,0.0,0.0,2017-07-31 10:30:00,2024-01-31 14:25:00,1488.0,0.0,0.0,2121.0,24.0,0.5856972615698367,0.26723957885425753,0.03404916643119525,4.0,117.0,197.29999999999995,270.0,55.0,167.0,0.0,0.0,1.0,951.0,136684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14109.0,334.0,0.731093628180594,0.8414894821306094,0.0,8.0,10.0,1488.0,99.0,96.0,56.0,0.0,39.0,2.0,0.0,86.0,57.0,29.0,11.0,12.0,0.0,0.0,1514.0,1.0,1.0,0.0,1531.0,1488.0,43.0,0.028086218158066622,3.0
BDAUTOCA,BDAUTOCA.csv,6008068,129859,True,129858,0,True,True,2640.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129858.0,0.0,0.0,0.0,0.0,2015-10-15 11:34:00,2024-01-31 14:19:00,1925.0,138.0,37.0,1124.0,155.0,0.43391462718766854,0.26311428638427925,0.1272619261644767,8.0,65.0,134.0,224.0,57.0,137.0,0.0,0.0,1.0,1928.0,114873.0,0.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,12.0,5.0,31546.0,359.0,0.8205794712483357,0.9051489136626251,47.0,12.0,97.0,1878.0,344.0,340.0,86.0,3.0,102.0,8.0,0.0,228.0,167.0,61.0,65.0,31.0,47.0,1109.0,1923.0,3.0,9.0,0.0,2002.0,1925.0,77.0,0.038461538461538464,29.0
BDCOM,BDCOM.csv,9036867,200993,True,200992,0,True,True,2706.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200992.0,0.0,0.0,0.0,0.0,2015-10-15 11:00:00,2024-01-31 14:26:00,1993.0,231.0,37.0,2983.0,179.0,0.5159623917708129,0.26596616063397305,0.07649787184860225,37.0,86.0,198.0,265.0,35.0,61.0,0.0,0.0,2.0,1824.0,169833.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,66499.0,369.0,0.7363719755184288,0.8986713063133397,47.0,46.0,82.0,1946.0,226.0,221.0,67.0,3.0,49.0,0.0,0.0,258.0,190.0,68.0,71.0,25.0,47.0,1109.0,1985.0,1.0,1.0,0.0,2002.0,1993.0,9.0,0.004495504495504496,1.0
BDFINANCE,BDFINANCE.csv,6526453,145142,True,145141,0,True,True,2520.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145141.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:29:00,1806.0,242.0,37.0,1353.0,171.0,0.41970209648725015,0.3297240729758956,0.09558028395018663,4.0,71.0,160.0,262.0,121.0,192.0,0.0,0.0,1.0,1042.0,126481.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3453.0,189.0,0.8908195771792644,0.8709629608717746,47.0,35.0,53.0,1759.0,371.0,368.0,171.0,3.0,161.0,2.0,0.0,257.0,191.0,66.0,71.0,29.0,47.0,1109.0,1802.0,2.0,3.0,0.0,2002.0,1806.0,196.0,0.0979020979020979,18.0
BDLAMPS,BDLAMPS.csv,6024265,129906,True,129905,0,True,True,2653.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129905.0,0.0,0.0,0.0,0.0,2015-10-15 10:56:00,2024-01-31 14:20:00,1938.0,153.0,37.0,2317.0,172.0,0.4708713965319184,0.23702204474591104,0.12934584697617355,6.0,54.0,149.0,256.0,67.0,160.0,0.0,0.0,1.0,1910.0,104053.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,22066.0,315.0,0.6826792350222061,0.8252023850369532,47.0,2.0,87.0,1891.0,340.0,338.0,72.0,0.0,75.0,7.0,0.0,270.0,184.0,86.0,65.0,28.0,47.0,1109.0,1933.0,1.0,1.0,0.0,2002.0,1938.0,64.0,0.03196803196803197,14.0
